day,weekday,fill,window,branch,bias,conviction,counter,dir,pattern,entry,stop_dist,padded,derisk,target_kind,tgt_dist,reason,exit,exit_t,pts,R,dollars
2024-03-18,Monday,09:51,intime,E4war,BULLISH,MEDIUM,False,long,B2,18333.25,20.0,True,False,draw:equal-highs,46.13,stop,18313.0,09:52,-20.25,-1.012,-410.0
2024-03-18,Monday,09:52,intime,E4war,BULLISH,MEDIUM,True,short,A,18324.5,20.0,True,False,4R cap (no draw in dir),80.0,stop,18344.75,10:11,-20.25,-1.012,-410.0
2024-03-19,Tuesday,08:02,premarket,E4war,BEARISH,MEDIUM,False,short,B,18115.75,5.0,False,False,draw:LondonL,11.75,stop,18121.0,08:03,-5.25,-1.05,-110.0
2024-03-19,Tuesday,08:07,premarket,E4war,BEARISH,MEDIUM,False,short,B,18114.0,6.5,False,False,draw:LondonL,10.0,draw:LondonL,18104.0,08:09,10.0,1.538,195.0
2024-03-19,Tuesday,10:12,intime,E4war,BEARISH,LOW,False,short,B2,18102.75,20.0,True,False,4R cap,80.0,stop,18123.0,10:42,-20.25,-1.012,-410.0
2024-03-20,Wednesday,09:49,intime,E4war,BEARISH,MEDIUM,False,short,A,18250.25,20.0,True,False,draw:equal-lows,15.63,stop,18270.5,09:55,-20.25,-1.012,-410.0
2024-03-20,Wednesday,09:59,intime,E4war,BEARISH,MEDIUM,True,long,B2,18268.5,20.0,True,False,4R cap (no draw in dir),80.0,stop,18248.25,13:41,-20.25,-1.012,-410.0
2024-03-21,Thursday,08:00,premarket,E4war,BULLISH,MEDIUM,False,long,B,18639.75,7.5,False,False,draw:LondonH,27.5,draw:LondonH,18667.25,08:27,27.5,3.667,545.0
2024-03-21,Thursday,08:50,premarket,E4war,BULLISH,MEDIUM,False,long,B,18658.5,10.25,False,False,4R cap (no draw in dir),41.0,stop,18648.0,09:12,-10.5,-1.024,-215.0
2024-03-21,Thursday,09:42,intime,E4war,BULLISH,MEDIUM,False,long,B2,18693.5,15.0,False,False,4R cap (no draw in dir),60.0,stop,18678.25,09:42,-15.25,-1.017,-310.0
2024-03-21,Thursday,09:43,intime,E4war,BULLISH,MEDIUM,False,long,B2,18678.25,20.0,True,False,4R cap (no draw in dir),80.0,stop,18658.0,09:47,-20.25,-1.012,-410.0
2024-03-22,Friday,08:13,premarket,E4war,BEARISH,MEDIUM,False,short,B,18508.75,9.5,False,False,4R cap,38.0,stop,18518.5,08:43,-9.75,-1.026,-200.0
2024-03-22,Friday,10:00,intime,E4war,BEARISH,MEDIUM,False,short,B2,18530.0,20.0,True,False,4R cap,80.0,stop,18550.25,10:02,-20.25,-1.012,-410.0
2024-03-22,Friday,10:10,intime,E4war,BEARISH,MEDIUM,True,long,A,18541.5,20.0,True,False,4R cap (no draw in dir),80.0,stop,18521.25,10:15,-20.25,-1.012,-410.0
2024-03-26,Tuesday,08:09,premarket,E4war,BULLISH,MEDIUM,True,short,B,18602.75,6.75,False,False,4R cap (no draw in dir),27.0,4R cap (no draw in dir),18575.75,08:41,27.0,4.0,535.0
2024-03-27,Wednesday,08:28,premarket,E4war,BULLISH,MEDIUM,True,short,A,18515.75,5.0,False,False,4R cap (no draw in dir),20.0,stop,18521.0,08:30,-5.25,-1.05,-110.0
2024-03-27,Wednesday,08:30,premarket,E4war,BULLISH,MEDIUM,True,short,A,18514.0,7.0,False,False,4R cap (no draw in dir),28.0,stop,18521.25,08:30,-7.25,-1.036,-150.0
2024-03-27,Wednesday,09:49,intime,E4war,BULLISH,MEDIUM,True,short,A,18505.5,20.0,True,False,4R cap (no draw in dir),80.0,4R cap (no draw in dir),18425.5,10:01,80.0,4.0,1595.0
2024-03-28,Thursday,08:00,premarket,E4war,BEARISH,MEDIUM,True,long,A,18492.0,6.75,False,False,4R cap (no draw in dir),27.0,4R cap (no draw in dir),18519.0,08:30,27.0,4.0,535.0
2024-03-28,Thursday,08:37,premarket,E4war,BEARISH,MEDIUM,False,short,B,18485.25,12.0,False,False,draw:AsiaL,5.75,stop,18497.5,08:38,-12.25,-1.021,-250.0
2024-03-28,Thursday,10:00,intime,E4war,BEARISH,MEDIUM,False,short,B,18513.75,20.0,True,False,draw:equal-lows,30.87,stop,18534.0,10:01,-20.25,-1.012,-410.0
2024-03-28,Thursday,10:12,intime,E4war,BEARISH,MEDIUM,False,short,B,18494.75,20.0,True,False,draw:equal-lows,11.87,draw:equal-lows,18482.88,10:13,11.87,0.593,232.4
2024-04-02,Tuesday,08:12,premarket,E4war,BEARISH,MEDIUM,False,short,B,18400.75,9.25,False,False,draw:PWL,22.25,stop,18410.25,08:28,-9.5,-1.027,-195.0
2024-04-02,Tuesday,08:34,premarket,E4war,BEARISH,MEDIUM,False,short,B,18400.5,14.0,False,False,draw:PWL,22.0,draw:PWL,18378.5,08:39,22.0,1.571,435.0
2024-04-02,Tuesday,09:54,intime,E4war,BEARISH,MEDIUM,False,short,B2,18245.75,20.0,True,False,4R cap (no draw in dir),80.0,stop,18266.0,10:02,-20.25,-1.012,-410.0
2024-04-02,Tuesday,10:09,intime,E4war,BEARISH,MEDIUM,False,short,B2,18243.5,20.0,True,False,4R cap (no draw in dir),80.0,stop,18263.75,11:18,-20.25,-1.012,-410.0
2024-04-05,Friday,09:00,premarket,E4war,BEARISH,MEDIUM,False,short,A,18144.75,9.0,False,False,draw:AsiaH,34.0,stop,18154.0,09:00,-9.25,-1.028,-190.0
2024-04-05,Friday,09:06,premarket,E4war,BEARISH,MEDIUM,False,short,A,18140.25,11.5,False,False,draw:AsiaH,29.5,stop,18152.0,09:06,-11.75,-1.022,-240.0
2024-04-05,Friday,10:11,intime,E4war,BEARISH,MEDIUM,False,short,B,18201.25,20.0,True,False,4R cap,80.0,stop,18221.5,10:12,-20.25,-1.012,-410.0
2024-04-11,Thursday,08:01,premarket,E4war,BEARISH,MEDIUM,False,short,B2,18120.5,7.0,False,False,draw:LondonL,8.5,stop,18127.75,08:01,-7.25,-1.036,-150.0
2024-04-11,Thursday,08:17,premarket,E4war,BEARISH,MEDIUM,False,short,B2,18132.5,11.75,False,False,draw:LondonL,20.5,stop,18144.5,08:30,-12.0,-1.021,-245.0
2024-04-12,Friday,08:11,premarket,E4war,BULLISH,MEDIUM,False,long,A,18414.0,6.75,False,False,4R cap,27.0,stop,18407.0,08:11,-7.0,-1.037,-145.0
2024-04-12,Friday,08:15,premarket,E4war,BULLISH,MEDIUM,False,long,A,18406.25,6.25,False,False,4R cap,25.0,stop,18399.75,08:21,-6.5,-1.04,-135.0
2024-04-12,Friday,09:40,intime,E4war,BEARISH,MEDIUM,False,short,B2,18306.0,20.0,True,False,4R cap,80.0,stop,18326.25,09:46,-20.25,-1.012,-410.0
2024-04-12,Friday,09:46,intime,E4war,BEARISH,MEDIUM,True,long,A,18316.25,20.0,True,False,4R cap (no draw in dir),80.0,stop,18296.0,10:03,-20.25,-1.012,-410.0
2024-04-15,Monday,09:44,intime,E4war,BULLISH,MEDIUM,False,long,B2,18310.75,20.0,True,False,4R cap,80.0,stop,18290.5,09:47,-20.25,-1.012,-410.0
2024-04-15,Monday,09:47,intime,E4war,BULLISH,MEDIUM,False,long,B2,18303.0,20.0,True,False,4R cap,80.0,stop,18282.75,09:47,-20.25,-1.012,-410.0
2024-04-16,Tuesday,09:52,intime,E4war,BULLISH,MEDIUM,False,long,A,17869.25,20.0,True,False,draw:equal-highs,23.25,draw:equal-highs,17892.5,09:57,23.25,1.163,460.0
2024-04-16,Tuesday,10:02,intime,E4war,BULLISH,MEDIUM,False,long,A,17892.75,20.0,True,False,draw:LondonH,25.75,stop,17872.5,10:07,-20.25,-1.012,-410.0
2024-04-17,Wednesday,08:19,premarket,E4war,BULLISH,MEDIUM,False,long,B,17930.25,6.5,False,False,draw:equal-highs,6.87,stop,17923.5,08:21,-6.75,-1.038,-140.0
2024-04-17,Wednesday,08:22,premarket,E4war,BULLISH,MEDIUM,True,short,B,17917.75,12.75,False,False,4R cap (no draw in dir),51.0,stop,17930.75,08:47,-13.0,-1.02,-265.0
2024-04-17,Wednesday,09:46,intime,E4war,BULLISH,MEDIUM,False,long,B2,17940.5,20.0,True,False,draw:PDH,47.5,stop,17920.25,09:48,-20.25,-1.012,-410.0
2024-04-18,Thursday,08:30,premarket,E4war,BEARISH,MEDIUM,False,short,A,17686.0,9.25,False,False,draw:AsiaL,7.0,stop,17695.5,08:30,-9.5,-1.027,-195.0
2024-04-18,Thursday,08:34,premarket,E4war,BEARISH,MEDIUM,False,short,A,17682.25,8.25,False,False,draw:AsiaL,3.25,draw:AsiaL,17679.0,08:34,3.25,0.394,60.0
2024-04-19,Friday,09:48,intime,E4war,BULLISH,MEDIUM,False,long,B2,17484.0,20.0,True,False,draw:LondonH,23.5,stop,17463.75,09:48,-20.25,-1.012,-410.0
2024-04-22,Monday,08:10,premarket,E3bal,BEARISH,MEDIUM,False,short,B,17270.0,17.0,False,False,draw:equal-lows,35.62,stop,17287.25,08:38,-17.25,-1.015,-350.0
2024-04-22,Monday,08:38,premarket,E3bal,BEARISH,MEDIUM,True,long,B,17278.5,17.25,False,False,4R cap (no draw in dir),69.0,stop,17261.0,10:14,-17.5,-1.014,-355.0
2024-04-24,Wednesday,08:06,premarket,E4war,BULLISH,MEDIUM,False,long,A,17723.0,9.5,False,False,draw:LondonH,21.5,draw:LondonH,17744.5,08:31,21.5,2.263,425.0
2024-04-24,Wednesday,08:32,premarket,E4war,BULLISH,MEDIUM,False,long,A,17744.25,13.75,False,False,draw:LondonH,0.25,draw:LondonH,17744.5,08:32,0.25,0.018,0.0
2024-04-24,Wednesday,09:59,intime,E4war,BULLISH,LOW,False,long,B2,17736.25,20.0,True,False,4R cap,80.0,stop,17716.0,10:15,-20.25,-1.012,-410.0
2024-04-25,Thursday,09:40,intime,E4war,BEARISH,MEDIUM,False,short,A,17334.25,20.0,True,False,4R cap,80.0,stop,17354.5,09:42,-20.25,-1.012,-410.0
2024-04-25,Thursday,09:42,intime,E4war,BEARISH,MEDIUM,False,short,A,17335.75,20.0,True,False,4R cap,80.0,stop,17356.0,09:42,-20.25,-1.012,-410.0
2024-04-29,Monday,08:06,premarket,E4war,BULLISH,MEDIUM,False,long,B,17912.75,5.75,False,False,4R cap (no draw in dir),23.0,stop,17906.75,08:30,-6.0,-1.043,-125.0
2024-04-29,Monday,08:43,premarket,E4war,BULLISH,MEDIUM,False,long,B,17917.5,5.5,False,False,4R cap (no draw in dir),22.0,stop,17911.75,09:09,-5.75,-1.045,-120.0
2024-04-29,Monday,09:59,intime,E4war,BULLISH,MEDIUM,False,long,B2,17859.5,20.0,True,False,draw:LondonL,5.5,draw:LondonL,17865.0,09:59,5.5,0.275,105.0
2024-04-29,Monday,10:11,intime,E4war,BULLISH,MEDIUM,False,long,B2,17892.5,20.0,True,False,draw:PDH,20.5,draw:PDH,17913.0,10:32,20.5,1.025,405.0
2024-04-30,Tuesday,09:01,premarket,E4war,BEARISH,LOW,False,short,B2,17818.75,9.75,False,False,draw:PDL,27.5,stop,17828.75,09:06,-10.0,-1.026,-205.0
2024-04-30,Tuesday,10:08,intime,E4war,BEARISH,LOW,True,long,A,17877.5,20.0,True,False,4R cap (no draw in dir),80.0,stop,17857.25,10:11,-20.25,-1.012,-410.0
2024-04-30,Tuesday,10:11,intime,E4war,BEARISH,LOW,False,short,B2,17864.75,20.0,True,False,draw:PDL,73.5,draw:PDL,17791.25,11:09,73.5,3.675,1465.0
2024-05-02,Thursday,08:00,premarket,E4war,BEARISH,LOW,False,short,A,17571.0,10.25,False,False,draw:AsiaH,9.75,stop,17581.5,08:07,-10.5,-1.024,-215.0
2024-05-02,Thursday,08:11,premarket,E4war,BEARISH,LOW,True,long,B2,17590.25,6.25,False,False,4R cap (no draw in dir),25.0,stop,17583.75,08:18,-6.5,-1.04,-135.0
2024-05-06,Monday,08:02,premarket,E4war,BULLISH,MEDIUM,True,short,A,18037.75,8.0,False,False,4R cap (no draw in dir),32.0,stop,18046.0,08:05,-8.25,-1.031,-170.0
2024-05-06,Monday,08:06,premarket,E4war,BULLISH,MEDIUM,False,long,B2,18048.0,8.25,False,False,draw:LondonH,11.75,draw:LondonH,18059.75,08:21,11.75,1.424,230.0
2024-05-06,Monday,09:42,intime,E4war,BULLISH,MEDIUM,False,long,B2,18074.75,20.0,True,False,4R cap (no draw in dir),80.0,4R cap (no draw in dir),18154.75,15:46,80.0,4.0,1595.0
2024-05-07,Tuesday,08:04,premarket,E4war,BEARISH,MEDIUM,False,short,B2,18166.0,5.0,False,False,draw:LondonL,15.0,stop,18171.25,08:11,-5.25,-1.05,-110.0
2024-05-07,Tuesday,08:30,premarket,E4war,BEARISH,MEDIUM,False,short,B,18160.0,9.0,False,False,draw:LondonL,9.0,stop,18169.25,08:39,-9.25,-1.028,-190.0
2024-05-07,Tuesday,09:50,intime,E4war,BULLISH,LOW,False,long,A,18204.75,20.0,True,False,4R cap (no draw in dir),80.0,stop,18184.5,10:01,-20.25,-1.012,-410.0
2024-05-07,Tuesday,10:02,intime,E4war,BULLISH,LOW,False,long,A,18189.75,20.0,True,False,4R cap (no draw in dir),80.0,stop,18169.5,14:34,-20.25,-1.012,-410.0
2024-05-08,Wednesday,08:36,premarket,E4war,BEARISH,MEDIUM,False,short,B2,18093.75,10.0,False,False,draw:PWH,30.0,stop,18104.0,09:31,-10.25,-1.025,-210.0
2024-05-08,Wednesday,10:09,intime,E4war,BEARISH,MEDIUM,True,long,A,18167.25,20.0,True,False,4R cap (no draw in dir),80.0,stop,18147.0,13:01,-20.25,-1.012,-410.0
2024-05-09,Thursday,08:18,premarket,E4war,BULLISH,MEDIUM,False,long,B,18149.75,9.0,False,False,draw:LondonH,14.75,draw:LondonH,18164.5,08:30,14.75,1.639,290.0
2024-05-09,Thursday,09:01,premarket,E4war,BULLISH,MEDIUM,False,long,B2,18186.5,6.25,False,False,4R cap,25.0,stop,18180.0,09:33,-6.5,-1.04,-135.0
2024-05-09,Thursday,09:53,intime,E4war,BULLISH,MEDIUM,False,long,B2,18135.75,20.0,True,False,draw:AsiaL,17.5,draw:AsiaL,18153.25,09:59,17.5,0.875,345.0
2024-05-09,Thursday,10:01,intime,E4war,BULLISH,MEDIUM,False,long,B2,18160.5,20.0,True,False,draw:LondonH,4.0,draw:LondonH,18164.5,10:01,4.0,0.2,75.0
2024-05-10,Friday,08:04,premarket,E4war,BULLISH,MEDIUM,True,short,B,18282.75,5.0,False,False,4R cap (no draw in dir),20.0,stop,18288.0,08:14,-5.25,-1.05,-110.0
2024-05-10,Friday,08:15,premarket,E4war,BULLISH,MEDIUM,False,long,B,18289.5,9.5,False,False,draw:LondonH,17.25,stop,18279.75,08:37,-9.75,-1.026,-200.0
2024-05-13,Monday,08:33,premarket,E4war,BULLISH,MEDIUM,False,long,B,18307.75,7.5,False,False,4R cap,30.0,stop,18300.0,09:34,-7.75,-1.033,-160.0
2024-05-13,Monday,10:06,intime,E4war,BULLISH,MEDIUM,True,short,B,18290.0,20.0,True,False,4R cap (no draw in dir),80.0,stop,18310.25,10:24,-20.25,-1.012,-410.0
2024-05-15,Wednesday,08:49,premarket,E4war,BULLISH,MEDIUM,False,long,B,18506.5,11.75,False,False,4R cap (no draw in dir),47.0,stop,18494.5,09:00,-12.0,-1.021,-245.0
2024-05-15,Wednesday,09:00,premarket,E4war,BULLISH,MEDIUM,False,long,A,18510.5,8.25,False,False,4R cap (no draw in dir),33.0,stop,18502.0,09:00,-8.5,-1.03,-175.0
2024-05-16,Thursday,08:21,premarket,E4war,BULLISH,MEDIUM,False,long,B,18718.75,9.5,False,False,draw:equal-highs,12.13,stop,18709.0,08:30,-9.75,-1.026,-200.0
2024-05-17,Friday,08:30,premarket,E4war,BULLISH,MEDIUM,False,long,B,18675.25,7.0,False,False,4R cap,28.0,stop,18668.0,09:24,-7.25,-1.036,-150.0
2024-05-17,Friday,09:43,intime,E4war,BULLISH,MEDIUM,True,short,A,18655.25,20.0,True,False,4R cap (no draw in dir),80.0,stop,18675.5,10:34,-20.25,-1.012,-410.0
2024-05-20,Monday,08:34,premarket,E4war,BULLISH,MEDIUM,False,long,B2,18670.5,5.0,False,False,4R cap,20.0,stop,18665.25,08:35,-5.25,-1.05,-110.0
2024-05-20,Monday,08:42,premarket,E4war,BULLISH,MEDIUM,True,short,A,18656.25,10.0,False,False,4R cap (no draw in dir),40.0,stop,18666.5,09:32,-10.25,-1.025,-210.0
2024-05-21,Tuesday,08:10,premarket,E4war,BULLISH,MEDIUM,False,long,B,18752.0,7.0,False,False,draw:PWH,8.75,stop,18744.75,08:13,-7.25,-1.036,-150.0
2024-05-21,Tuesday,08:13,premarket,E4war,BULLISH,MEDIUM,True,short,B,18750.0,7.0,False,False,4R cap (no draw in dir),28.0,4R cap (no draw in dir),18722.0,08:37,28.0,4.0,555.0
2024-05-22,Wednesday,08:03,premarket,E4war,BULLISH,MEDIUM,False,long,B,18799.25,7.75,False,False,draw:AsiaL,7.25,stop,18791.25,08:12,-8.0,-1.032,-165.0
2024-05-22,Wednesday,08:20,premarket,E4war,BULLISH,MEDIUM,False,long,B,18796.0,6.5,False,False,draw:AsiaL,10.5,stop,18789.25,08:35,-6.75,-1.038,-140.0
2024-05-22,Wednesday,09:40,intime,E4war,BULLISH,MEDIUM,False,long,A,18811.5,20.0,True,False,draw:LondonH,9.25,stop,18791.25,09:41,-20.25,-1.012,-410.0
2024-05-22,Wednesday,09:42,intime,E4war,BULLISH,MEDIUM,True,short,A,18799.0,20.0,True,False,4R cap (no draw in dir),80.0,stop,18819.25,09:48,-20.25,-1.012,-410.0
2024-05-24,Friday,08:00,premarket,E4war,BULLISH,MEDIUM,False,long,B2,18759.75,5.25,False,False,4R cap,21.0,stop,18754.25,08:01,-5.5,-1.048,-115.0
2024-05-24,Friday,08:29,premarket,E4war,BULLISH,MEDIUM,False,long,B2,18732.75,6.75,False,False,4R cap,27.0,stop,18725.75,08:30,-7.0,-1.037,-145.0
2024-05-27,Monday,08:06,premarket,E4war,BULLISH,MEDIUM,True,short,B,18876.25,6.5,False,False,4R cap (no draw in dir),26.0,stop,18883.0,08:34,-6.75,-1.038,-140.0
2024-05-27,Monday,08:36,premarket,E4war,BULLISH,MEDIUM,True,short,B,18876.5,6.25,False,False,4R cap (no draw in dir),25.0,stop,18883.0,09:30,-6.5,-1.04,-135.0
2024-05-27,Monday,09:45,intime,E4war,BULLISH,MEDIUM,False,long,B2,18906.75,20.0,True,False,4R cap,80.0,stop,18886.5,09:53,-20.25,-1.012,-410.0
2024-05-27,Monday,09:57,intime,E4war,BULLISH,MEDIUM,False,long,A,18882.75,20.0,True,False,4R cap,80.0,eod,18950.5,12:59,67.75,3.388,1350.0
2024-05-30,Thursday,08:10,premarket,E4war,BULLISH,MEDIUM,False,long,B,18749.75,6.5,False,False,4R cap,26.0,4R cap,18775.75,08:30,26.0,4.0,515.0
2024-06-06,Thursday,08:03,premarket,E4war,BEARISH,MEDIUM,True,long,A,19102.75,10.0,False,False,4R cap (no draw in dir),40.0,stop,19092.5,08:25,-10.25,-1.025,-210.0
2024-06-06,Thursday,08:26,premarket,E4war,BEARISH,MEDIUM,False,short,B,19094.0,7.5,False,False,draw:equal-lows,20.88,stop,19101.75,08:30,-7.75,-1.033,-160.0
2024-06-12,Wednesday,10:00,intime,E4war,BULLISH,MEDIUM,False,long,B2,19491.25,20.0,True,False,4R cap (no draw in dir),80.0,stop,19471.0,14:00,-20.25,-1.012,-410.0
2024-06-18,Tuesday,08:50,premarket,E4war,BULLISH,MEDIUM,True,short,B2,20204.75,8.75,False,False,4R cap (no draw in dir),35.0,stop,20213.75,08:53,-9.0,-1.029,-185.0
2024-06-18,Tuesday,08:54,premarket,E4war,BULLISH,MEDIUM,False,long,B,20212.75,11.0,False,False,draw:LondonH,39.25,stop,20201.5,09:00,-11.25,-1.023,-230.0
2024-06-19,Wednesday,08:40,premarket,E4war,BULLISH,MEDIUM,False,long,B,20237.25,5.25,False,False,4R cap,21.0,stop,20231.75,10:31,-5.5,-1.048,-115.0
2024-06-21,Friday,08:19,premarket,E4war,BULLISH,MEDIUM,False,long,B,19997.75,10.75,False,False,4R cap,43.0,stop,19986.75,08:21,-11.0,-1.023,-225.0
2024-06-21,Friday,08:24,premarket,E4war,BULLISH,MEDIUM,False,long,B,19990.25,6.75,False,False,4R cap,27.0,stop,19983.25,08:24,-7.0,-1.037,-145.0
2024-06-25,Tuesday,08:06,premarket,E4war,BULLISH,MEDIUM,False,long,B,19830.75,12.25,False,False,4R cap,49.0,stop,19818.25,08:31,-12.5,-1.02,-255.0
2024-06-25,Tuesday,08:37,premarket,E4war,BULLISH,MEDIUM,True,short,B,19826.75,5.5,False,False,4R cap (no draw in dir),22.0,stop,19832.5,08:37,-5.75,-1.045,-120.0
2024-06-25,Tuesday,09:47,intime,E4war,BULLISH,MEDIUM,False,long,B2,19837.75,20.0,True,False,draw:LondonH,13.25,draw:LondonH,19851.0,09:48,13.25,0.662,260.0
2024-06-25,Tuesday,09:50,intime,E4war,BULLISH,MEDIUM,False,long,B2,19834.5,20.0,True,False,draw:LondonH,16.5,draw:LondonH,19851.0,10:00,16.5,0.825,325.0
2024-06-26,Wednesday,08:00,premarket,E4war,BULLISH,MEDIUM,False,long,B,19999.25,10.0,False,False,draw:equal-highs,30.87,stop,19989.0,08:05,-10.25,-1.025,-210.0
2024-06-26,Wednesday,08:10,premarket,E4war,BULLISH,MEDIUM,False,long,B,19992.5,5.0,False,False,4R cap,20.0,stop,19987.25,08:11,-5.25,-1.05,-110.0
2024-06-27,Thursday,08:01,premarket,E4war,BULLISH,MEDIUM,False,long,B,19983.75,11.0,False,False,draw:equal-highs,2.0,stop,19972.5,08:04,-11.25,-1.023,-230.0
2024-06-27,Thursday,08:09,premarket,E4war,BULLISH,MEDIUM,False,long,B,19979.0,8.75,False,False,draw:equal-highs,6.75,stop,19970.0,08:23,-9.0,-1.029,-185.0
2024-06-27,Thursday,10:11,intime,E4war,BULLISH,LOW,False,long,B,20064.0,20.0,True,False,4R cap,80.0,stop,20043.75,10:45,-20.25,-1.012,-410.0
2024-07-02,Tuesday,08:44,premarket,E4war,BEARISH,MEDIUM,False,short,B,19938.75,12.25,False,False,draw:LondonL,28.75,stop,19951.25,09:00,-12.5,-1.02,-255.0
2024-07-04,Thursday,09:54,intime,E4war,BEARISH,MEDIUM,False,short,A,20383.75,20.0,True,False,4R cap,80.0,eod,20381.5,12:59,2.25,0.113,40.0
2024-07-05,Friday,08:48,premarket,E4war,BEARISH,MEDIUM,False,short,B,20439.25,10.75,False,False,draw:LondonL,13.75,draw:LondonL,20425.5,08:49,13.75,1.279,270.0
2024-07-05,Friday,08:49,premarket,E4war,BEARISH,MEDIUM,False,short,B,20429.5,10.25,False,False,draw:LondonL,4.0,draw:LondonL,20425.5,08:49,4.0,0.39,75.0
2024-07-08,Monday,08:05,premarket,E4war,BULLISH,MEDIUM,False,long,B2,20629.5,5.25,False,False,draw:equal-highs,9.5,draw:equal-highs,20639.0,09:18,9.5,1.81,185.0
2024-07-08,Monday,09:44,intime,E4war,BULLISH,MEDIUM,True,short,A,20623.75,20.0,True,False,4R cap (no draw in dir),80.0,stop,20644.0,09:50,-20.25,-1.012,-410.0
2024-07-08,Monday,09:50,intime,E4war,BULLISH,MEDIUM,False,long,B2,20623.0,20.0,True,False,4R cap (no draw in dir),80.0,stop,20602.75,10:01,-20.25,-1.012,-410.0
2024-07-11,Thursday,08:45,premarket,E4war,BULLISH,MEDIUM,False,long,B2,20949.5,6.5,False,False,4R cap (no draw in dir),26.0,stop,20942.75,08:45,-6.75,-1.038,-140.0
2024-07-11,Thursday,08:51,premarket,E4war,BULLISH,MEDIUM,False,long,B2,20917.25,8.25,False,False,4R cap (no draw in dir),33.0,stop,20908.75,08:51,-8.5,-1.03,-175.0
2024-07-12,Friday,08:00,premarket,E4war,BULLISH,MEDIUM,False,long,A,20444.0,5.0,False,False,4R cap,20.0,stop,20438.75,08:00,-5.25,-1.05,-110.0
2024-07-12,Friday,08:03,premarket,E4war,BULLISH,MEDIUM,True,short,B,20429.25,14.5,False,False,4R cap (no draw in dir),58.0,4R cap (no draw in dir),20371.25,08:30,58.0,4.0,1155.0
2024-07-16,Tuesday,09:00,premarket,E4war,BULLISH,MEDIUM,False,long,B2,20638.25,14.5,False,False,4R cap,58.0,stop,20623.5,09:01,-14.75,-1.017,-300.0
2024-07-16,Tuesday,09:01,premarket,E4war,BULLISH,MEDIUM,False,long,B2,20637.25,6.5,False,False,4R cap,26.0,stop,20630.5,09:01,-6.75,-1.038,-140.0
2024-07-17,Wednesday,09:48,intime,E4war,BEARISH,LOW,False,short,B2,20231.25,20.0,True,False,4R cap (no draw in dir),80.0,4R cap (no draw in dir),20151.25,10:03,80.0,4.0,1595.0
2024-07-18,Thursday,09:21,premarket,E4war,BEARISH,MEDIUM,False,short,B2,20154.25,6.0,False,False,4R cap,24.0,4R cap,20130.25,09:30,24.0,4.0,475.0
2024-07-19,Friday,09:45,intime,E4war,BULLISH,MEDIUM,False,long,B2,19902.0,20.0,True,False,draw:AsiaL,33.25,stop,19881.75,09:45,-20.25,-1.012,-410.0
2024-07-19,Friday,10:12,intime,E4war,BULLISH,MEDIUM,False,long,B2,19899.75,20.0,True,False,draw:AsiaL,35.5,stop,19879.5,10:12,-20.25,-1.012,-410.0
2024-07-29,Monday,08:46,premarket,E3bal,BEARISH,MEDIUM,False,short,A,19340.75,5.0,False,False,draw:PDH,10.75,draw:PDH,19330.0,08:50,10.75,2.15,210.0
2024-07-29,Monday,08:50,premarket,E3bal,BEARISH,MEDIUM,False,short,A,19332.5,13.25,False,False,draw:PDH,2.5,draw:PDH,19330.0,08:50,2.5,0.189,45.0
2024-07-29,Monday,10:08,intime,E3bal,BEARISH,MEDIUM,False,short,B,19314.25,50.25,False,True,draw:AsiaL,75.75,draw:AsiaL,19238.5,10:54,75.75,1.507,755.0
2024-08-07,Wednesday,08:36,premarket,E4war,BULLISH,MEDIUM,False,long,B2,18429.0,8.75,False,False,draw:equal-highs,8.88,draw:equal-highs,18437.88,08:36,8.88,1.015,172.6
2024-08-07,Wednesday,08:54,premarket,E4war,BULLISH,MEDIUM,False,long,B2,18430.0,7.0,False,False,4R cap,28.0,stop,18422.75,08:54,-7.25,-1.036,-150.0
2024-08-08,Thursday,08:05,premarket,E4war,BEARISH,MEDIUM,False,short,B,17985.25,12.75,False,False,4R cap,51.0,stop,17998.25,08:08,-13.0,-1.02,-265.0
2024-08-08,Thursday,08:11,premarket,E4war,BEARISH,MEDIUM,False,short,B,17987.0,7.75,False,False,4R cap,31.0,stop,17995.0,08:11,-8.0,-1.032,-165.0
2024-08-12,Monday,08:01,premarket,E4war,BEARISH,MEDIUM,False,short,B,18661.75,5.5,False,False,4R cap,22.0,stop,18667.5,08:02,-5.75,-1.045,-120.0
2024-08-12,Monday,08:44,premarket,E4war,BEARISH,MEDIUM,False,short,B,18660.25,11.5,False,False,4R cap,46.0,stop,18672.0,09:02,-11.75,-1.022,-240.0
2024-08-13,Tuesday,08:30,premarket,E4war,BULLISH,LOW,False,long,A,18754.75,11.0,False,False,draw:PDH,10.5,draw:PDH,18765.25,08:30,10.5,0.955,205.0
2024-08-13,Tuesday,08:48,premarket,E4war,BULLISH,LOW,False,long,A,18783.0,9.5,False,False,draw:LondonH,34.25,draw:LondonH,18817.25,08:59,34.25,3.605,680.0
2024-08-14,Wednesday,08:52,premarket,E4war,BEARISH,MEDIUM,True,long,B2,19122.5,10.25,False,False,draw:LondonH,10.5,draw:LondonH,19133.0,08:53,10.5,1.024,205.0
2024-08-14,Wednesday,09:01,premarket,E4war,BULLISH,LOW,False,long,B2,19138.75,13.75,False,False,draw:PDH,14.5,stop,19124.75,09:16,-14.0,-1.018,-285.0
