day,time,bias,tier,score,direction,draws
2023-04-19,09:30,NEUTRAL,NEUTRAL,4,bearish,13065.00:LondonL|12925.50:PWL
2023-04-20,08:00,NEUTRAL,NEUTRAL,3,bearish,13025.00:LondonL|12925.50:PWL
2023-04-20,09:30,NEUTRAL,NEUTRAL,3,bearish,13025.00:LondonL|12925.50:PWL
2023-04-20,09:45,NEUTRAL,NEUTRAL,4,bearish,13066.50:equal-lows|13025.00:LondonL|12925.50:PWL
2023-04-20,10:15,BULLISH,MEDIUM,5,bullish,13184.50:equal-highs|13198.00:equal-highs|13203.50:equal-highs
2023-04-21,08:00,NEUTRAL,NEUTRAL,4,bearish,13005.00:LondonL|12925.50:PWL
2023-04-21,09:30,BULLISH,MEDIUM,5,bullish,13106.50:equal-highs|13139.38:equal-highs|13155.62:equal-highs
2023-04-21,10:00,NEUTRAL,NEUTRAL,4,bearish,12925.50:PWL
2023-04-24,08:00,BULLISH,MEDIUM,5,bullish,13093.25:equal-highs|13106.50:equal-highs|13139.38:equal-highs
2023-04-24,09:00,BULLISH,MEDIUM,6,bullish,13106.50:equal-highs|13139.38:equal-highs|13155.62:equal-highs
2023-04-24,09:30,BULLISH,MEDIUM,6,bullish,13093.25:equal-highs|13106.50:equal-highs|13139.38:equal-highs
2023-04-24,09:45,BULLISH,MEDIUM,6,bullish,13139.38:equal-highs|13155.62:equal-highs|13298.75:PWH
2023-04-25,08:00,BEARISH,MEDIUM,4,bearish,12967.25:PDL|12982.50:PWL
2023-04-25,09:30,BEARISH,MEDIUM,4,bearish,12967.25:PDL
2023-04-25,10:00,BEARISH,MEDIUM,4,bearish,12967.25:PDL
2023-04-26,08:00,BEARISH,MEDIUM,4,bearish,12800.00:PDL
2023-04-26,09:30,NEUTRAL,NEUTRAL,5,bullish,12993.12:equal-highs|13016.88:equal-highs|13066.38:equal-highs
2023-04-27,08:00,NEUTRAL,NEUTRAL,4,bullish,13066.38:equal-highs|13298.75:PWH
2023-04-27,08:45,NEUTRAL,NEUTRAL,5,bullish,13012.25:PDH|13066.38:equal-highs|13298.75:PWH
2023-04-27,09:00,NEUTRAL,NEUTRAL,5,bullish,13067.50:equal-highs|13298.75:PWH
2023-04-27,09:30,NEUTRAL,NEUTRAL,5,bullish,13067.50:equal-highs|13298.75:PWH
2023-04-27,10:15,NEUTRAL,NEUTRAL,4,bullish,13298.75:PWH
2023-04-28,08:00,NEUTRAL,NEUTRAL,5,bearish,12982.50:PWL|12969.25:equal-lows|12938.50:equal-lows
2023-04-28,09:30,NEUTRAL,NEUTRAL,2,bullish,13230.50:AsiaH|13298.75:PWH|13333.00:PDH
2023-04-28,09:45,NEUTRAL,NEUTRAL,2,bullish,13225.00:LondonH|13230.50:AsiaH|13298.75:PWH
2023-05-01,08:00,NEUTRAL,NEUTRAL,5,bearish,13190.50:equal-lows|12982.50:equal-lows|12938.50:equal-lows
2023-05-01,09:30,NEUTRAL,NEUTRAL,5,bearish,13190.50:equal-lows|12982.50:equal-lows|12938.50:equal-lows
2023-05-02,08:00,BEARISH,MEDIUM,6,bearish,13190.50:equal-lows|12982.50:equal-lows|13267.75:AsiaL
2023-05-02,09:30,BEARISH,MEDIUM,6,bearish,13190.50:equal-lows|12982.50:equal-lows|13267.75:AsiaL
2023-05-03,08:00,NEUTRAL,NEUTRAL,3,bullish,13314.75:equal-highs|13326.38:equal-highs|13334.75:PDH
2023-05-03,09:30,NEUTRAL,NEUTRAL,3,bearish,13183.75:equal-lows|13176.50:equal-lows|13110.25:PDL
2023-05-03,10:00,NEUTRAL,NEUTRAL,3,bullish,13314.75:equal-highs|13326.38:equal-highs|13334.75:PDH
2023-05-04,08:00,BEARISH,LOW,3,bearish,13044.25:PDL|12800.00:PWL
2023-05-04,09:30,BEARISH,MEDIUM,4,bearish,13044.25:PDL|12800.00:PWL
2023-05-04,09:45,BEARISH,MEDIUM,4,bearish,12800.00:PWL
2023-05-05,08:00,NEUTRAL,NEUTRAL,3,bullish,13170.50:equal-highs|13194.12:equal-highs|13221.25:equal-highs
2023-05-05,09:30,BEARISH,MEDIUM,4,bearish,13028.50:equal-lows|13114.00:AsiaH|13080.50:AsiaL
2023-05-05,09:45,BEARISH,MEDIUM,4,bearish,13028.50:equal-lows|13140.75:LondonH|13114.00:AsiaH
2023-05-08,08:00,BULLISH,MEDIUM,5,bullish,13330.00:AsiaH|13370.25:PWH
2023-05-08,08:45,BULLISH,MEDIUM,4,bullish,13330.00:AsiaH|13370.25:PWH
2023-05-08,09:30,BEARISH,MEDIUM,4,bearish,13185.88:equal-lows|13177.75:equal-lows|13028.50:equal-lows
2023-05-09,08:00,BEARISH,MEDIUM,5,bearish,13028.50:equal-lows|13275.00:LondonL|13254.50:PDL
2023-05-09,09:30,BEARISH,MEDIUM,5,bearish,13028.50:equal-lows|13254.50:PDL|13001.75:PWL
2023-05-10,08:00,NEUTRAL,NEUTRAL,5,bearish,13251.75:equal-lows|13202.75:LondonL|13001.75:PWL
2023-05-10,08:45,NEUTRAL,NEUTRAL,5,bearish,13326.12:equal-lows|13308.38:equal-lows|13296.00:equal-lows
2023-05-10,09:30,BULLISH,MEDIUM,4,bullish,
2023-05-11,08:00,NEUTRAL,NEUTRAL,5,bearish,13326.12:equal-lows|13298.00:equal-lows|13286.50:equal-lows
2023-05-11,09:30,BULLISH,MEDIUM,5,bullish,13447.25:equal-highs|13463.75:LondonH
2023-05-11,09:45,BULLISH,MEDIUM,5,bullish,13447.25:equal-highs|13422.00:AsiaL|13463.75:LondonH
2023-05-12,08:00,BULLISH,MEDIUM,6,bullish,13492.25:equal-highs
2023-05-12,08:30,BULLISH,MEDIUM,6,bullish,13467.00:equal-highs|13492.25:equal-highs
2023-05-12,08:45,BULLISH,MEDIUM,6,bullish,13492.25:equal-highs
2023-05-12,09:30,BULLISH,MEDIUM,5,bullish,13492.25:equal-highs
2023-05-12,10:00,NEUTRAL,NEUTRAL,5,bearish,13427.12:equal-lows|13403.88:equal-lows|13268.25:equal-lows
2023-05-12,10:15,NEUTRAL,NEUTRAL,5,bearish,13403.88:equal-lows|13268.25:equal-lows|13260.50:equal-lows
2023-05-15,08:00,BULLISH,MEDIUM,5,bullish,13445.12:equal-highs|13461.75:equal-highs|13467.00:equal-highs
2023-05-15,09:30,BULLISH,MEDIUM,5,bullish,13443.25:equal-highs|13461.75:equal-highs|13467.00:equal-highs
2023-05-15,10:00,NEUTRAL,NEUTRAL,3,bearish,13260.50:equal-lows|13350.00:PDL|13202.75:PWL
2023-05-16,08:00,NEUTRAL,NEUTRAL,4,bearish,13451.00:AsiaL|13438.25:LondonL|13427.12:equal-lows
2023-05-16,08:45,NEUTRAL,NEUTRAL,5,bearish,13427.12:equal-lows|13418.88:equal-lows|13351.50:PDL
2023-05-16,09:30,NEUTRAL,NEUTRAL,5,bearish,13418.88:equal-lows|13351.50:PDL|13202.75:PWL
2023-05-16,09:45,NEUTRAL,NEUTRAL,4,bearish,13466.50:AsiaH|13455.50:equal-lows|13438.25:LondonL
2023-05-16,10:15,BULLISH,MEDIUM,6,bullish,13471.75:equal-highs|13489.00:equal-highs|13494.25:PWH
2023-05-17,08:00,BULLISH,MEDIUM,4,bullish,13554.50:PDH
2023-05-17,09:30,BULLISH,MEDIUM,4,bullish,13554.50:PDH
2023-05-17,10:00,NEUTRAL,NEUTRAL,5,bearish,13451.75:equal-lows|13418.50:equal-lows|13350.75:equal-lows
2023-05-18,08:00,BULLISH,MEDIUM,5,bullish,
2023-05-18,09:30,NEUTRAL,NEUTRAL,4,bearish,13631.50:LondonL|13476.38:equal-lows|13451.75:equal-lows
2023-05-18,09:45,NEUTRAL,NEUTRAL,4,bearish,13654.50:AsiaH|13631.50:LondonL|13476.38:equal-lows
2023-05-19,08:00,NEUTRAL,NEUTRAL,5,bearish,13887.12:equal-lows|13631.50:PDL|13476.38:equal-lows
2023-05-19,08:15,NEUTRAL,NEUTRAL,5,bearish,13631.50:PDL|13476.38:equal-lows|13494.25:PWH
2023-05-19,09:30,NEUTRAL,NEUTRAL,5,bearish,13887.12:equal-lows|13631.50:PDL|13476.38:equal-lows
2023-05-19,10:00,NEUTRAL,NEUTRAL,5,bearish,13886.25:LondonL|13631.50:PDL|13476.38:equal-lows
2023-05-22,08:00,BULLISH,MEDIUM,5,bullish,13874.00:PDH|13930.38:equal-highs|13960.25:PWH
2023-05-22,09:30,BULLISH,MEDIUM,5,bullish,13866.50:equal-highs|13874.00:PDH|13930.38:equal-highs
2023-05-22,09:45,BULLISH,MEDIUM,5,bullish,13930.38:equal-highs|13960.25:PWH
2023-05-23,08:00,NEUTRAL,NEUTRAL,4,bearish,13824.50:PDL|13631.50:equal-lows|13351.50:PWL
2023-05-23,09:30,NEUTRAL,NEUTRAL,4,bearish,13631.50:equal-lows|13351.50:PWL
2023-05-24,08:00,NEUTRAL,NEUTRAL,4,bearish,13351.50:PWL
2023-05-24,09:30,NEUTRAL,NEUTRAL,4,bearish,13351.50:PWL
2023-05-25,08:00,BULLISH,MEDIUM,5,bullish,13944.75:equal-highs|13960.25:PWH
2023-05-25,08:15,BULLISH,MEDIUM,4,bullish,13960.25:PWH
2023-05-25,09:30,BULLISH,MEDIUM,4,bullish,
2023-05-26,08:00,NEUTRAL,NEUTRAL,3,bullish,14044.75:LondonH
2023-05-26,09:30,BULLISH,MEDIUM,4,bullish,14031.25:PDH|14044.75:LondonH
2023-05-26,09:45,BULLISH,MEDIUM,4,bullish,
2023-05-29,08:00,BEARISH,MEDIUM,5,bearish,13943.25:equal-lows|13825.00:equal-lows|13566.50:PWL
2023-05-29,09:30,BEARISH,MEDIUM,5,bearish,13943.25:equal-lows|13825.00:equal-lows|13566.50:PWL
2023-05-30,08:00,BULLISH,LOW,3,bullish,
2023-05-30,09:30,BULLISH,LOW,3,bullish,14539.75:LondonH
2023-05-30,09:45,BULLISH,LOW,3,bullish,14539.75:LondonH
2023-05-31,08:00,BEARISH,MEDIUM,5,bearish,13943.25:equal-lows|13566.50:PWL
2023-05-31,09:30,BEARISH,MEDIUM,5,bearish,13943.25:equal-lows|13566.50:PWL
2023-06-01,08:00,NEUTRAL,NEUTRAL,3,bullish,14366.75:equal-highs|14383.88:equal-highs|14412.25:PDH
2023-06-01,09:30,NEUTRAL,NEUTRAL,5,bearish,14280.12:equal-lows|14249.75:equal-lows|13566.50:PWL
2023-06-01,09:45,NEUTRAL,NEUTRAL,5,bearish,14280.12:equal-lows|14249.75:equal-lows|13566.50:PWL
2023-06-02,08:00,NEUTRAL,NEUTRAL,4,bullish,14565.00:LondonH
2023-06-02,09:30,NEUTRAL,NEUTRAL,5,bearish,14514.00:AsiaH|14280.12:equal-lows|14252.00:PDL
2023-06-02,09:45,NEUTRAL,NEUTRAL,4,bearish,14565.00:LondonH|14514.00:AsiaH|14280.12:equal-lows
2023-06-02,10:00,NEUTRAL,NEUTRAL,4,bearish,14280.12:equal-lows|14252.00:PDL|14459.75:PWH
2023-06-05,08:00,NEUTRAL,NEUTRAL,3,bullish,14575.00:LondonH|14627.75:PWH
2023-06-05,09:30,NEUTRAL,NEUTRAL,3,bullish,14579.50:PDH|14627.75:PWH
2023-06-05,09:45,NEUTRAL,NEUTRAL,3,bullish,
2023-06-06,08:00,NEUTRAL,NEUTRAL,4,bearish,14565.62:equal-lows|14556.50:AsiaL|14516.25:PDL
2023-06-06,08:30,NEUTRAL,NEUTRAL,4,bearish,14556.50:AsiaL|14516.25:PDL|14470.62:equal-lows
2023-06-06,09:30,NEUTRAL,NEUTRAL,5,bearish,14516.25:PDL|14470.62:equal-lows|14248.25:PWL
2023-06-06,09:45,NEUTRAL,NEUTRAL,5,bearish,14516.25:PDL|14470.62:equal-lows|14248.25:PWL
2023-06-07,08:00,BULLISH,MEDIUM,4,bullish,14623.75:PDH
2023-06-07,09:30,BULLISH,MEDIUM,5,bullish,14602.00:equal-highs|14614.25:LondonH|14623.75:PDH
2023-06-07,09:45,BULLISH,MEDIUM,4,bullish,
2023-06-08,08:00,BULLISH,MEDIUM,6,bullish,14595.50:equal-highs|14601.25:equal-highs|14614.62:equal-highs
2023-06-08,08:15,BULLISH,MEDIUM,6,bullish,14595.50:equal-highs|14601.25:equal-highs|14614.62:equal-highs
2023-06-08,09:30,BULLISH,MEDIUM,6,bullish,14595.50:equal-highs|14601.25:equal-highs|14614.62:equal-highs
2023-06-09,08:00,BULLISH,MEDIUM,5,bullish,14530.00:LondonH|14595.50:equal-highs|14601.25:equal-highs
2023-06-09,08:15,BULLISH,MEDIUM,5,bullish,14595.50:equal-highs|14601.25:equal-highs|14614.62:equal-highs
2023-06-09,09:30,BULLISH,MEDIUM,5,bullish,14601.25:equal-highs|14614.62:equal-highs|14627.75:PWH
2023-06-09,09:45,BULLISH,MEDIUM,4,bullish,
2023-06-12,08:00,BULLISH,MEDIUM,4,bullish,14831.75:LondonH
2023-06-12,09:30,BULLISH,MEDIUM,4,bullish,14831.75:LondonH
2023-06-13,08:00,NEUTRAL,NEUTRAL,3,bearish,14485.88:equal-lows|14258.25:equal-lows|14995.00:AsiaL
2023-06-13,08:45,BEARISH,MEDIUM,4,bearish,14485.88:equal-lows|14258.25:equal-lows|15083.50:LondonH
2023-06-13,09:30,BULLISH,MEDIUM,4,bullish,
2023-06-13,10:15,BEARISH,MEDIUM,4,bearish,14485.88:equal-lows|14258.25:equal-lows|14786.25:PWH
2023-06-14,08:00,BULLISH,MEDIUM,4,bullish,15151.25:PDH
2023-06-14,09:30,BULLISH,MEDIUM,4,bullish,15111.00:AsiaH|15117.75:equal-highs|15151.25:PDH
2023-06-14,10:00,BULLISH,MEDIUM,4,bullish,15151.25:PDH
2023-06-15,08:00,NEUTRAL,NEUTRAL,4,bearish,14977.75:equal-lows|15081.75:LondonL|14786.25:PWH
2023-06-15,09:00,BULLISH,LOW,3,bullish,15151.62:equal-highs|15166.00:AsiaL|15194.25:LondonH
2023-06-15,09:30,BULLISH,LOW,3,bullish,15151.62:equal-highs|15166.00:AsiaL|15194.25:LondonH
2023-06-15,09:45,NEUTRAL,NEUTRAL,2,bullish,15194.25:LondonH|15219.25:AsiaH|15243.50:PDH
2023-06-16,08:00,BULLISH,MEDIUM,4,bullish,15424.00:LondonH|15441.00:PDH
2023-06-16,08:15,BULLISH,MEDIUM,4,bullish,15441.00:PDH
2023-06-16,09:30,BULLISH,MEDIUM,4,bullish,
2023-06-19,08:00,NEUTRAL,NEUTRAL,5,bearish,14753.00:PWL
2023-06-19,09:30,NEUTRAL,NEUTRAL,5,bearish,15238.25:LondonL|14753.00:PWL
2023-06-19,09:45,NEUTRAL,NEUTRAL,5,bearish,14753.00:PWL
2023-06-20,08:00,NEUTRAL,NEUTRAL,6,bearish,15168.75:LondonL|14753.00:PWL
2023-06-20,09:00,NEUTRAL,NEUTRAL,5,bearish,15233.38:equal-lows|15168.75:LondonL|15224.00:PDL
2023-06-20,09:30,NEUTRAL,NEUTRAL,5,bearish,15168.75:LondonL|14753.00:PWL
2023-06-20,09:45,NEUTRAL,NEUTRAL,5,bearish,15262.38:equal-lows|15251.25:LondonH|15233.38:equal-lows
2023-06-20,10:00,NEUTRAL,NEUTRAL,5,bearish,15168.75:LondonL|14753.00:PWL
2023-06-21,08:00,NEUTRAL,NEUTRAL,3,bullish,15251.88:equal-highs|15258.75:equal-highs|15265.12:equal-highs
2023-06-21,08:15,NEUTRAL,NEUTRAL,3,bullish,15251.88:equal-highs|15258.75:equal-highs|15265.12:equal-highs
2023-06-21,09:30,NEUTRAL,NEUTRAL,3,bearish,15126.50:PDL|14753.00:PWL
2023-06-21,10:00,NEUTRAL,NEUTRAL,3,bearish,14753.00:PWL
2023-06-22,08:00,NEUTRAL,NEUTRAL,4,bearish,14970.00:LondonL|14753.00:PWL
2023-06-22,08:45,NEUTRAL,NEUTRAL,4,bearish,14970.00:LondonL|14753.00:PWL
2023-06-22,09:30,NEUTRAL,NEUTRAL,5,bearish,14970.00:LondonL|14753.00:PWL
2023-06-22,09:45,NEUTRAL,NEUTRAL,4,bearish,14970.00:LondonL|15024.00:LondonH|15009.25:AsiaL
2023-06-23,08:00,BEARISH,MEDIUM,6,bearish,14970.00:equal-lows|15090.75:LondonL|14964.00:PDL
2023-06-23,09:30,BEARISH,MEDIUM,6,bearish,14970.00:equal-lows|14964.00:PDL|14753.00:PWL
2023-06-26,08:00,BULLISH,MEDIUM,4,bullish,15112.62:equal-highs|15147.75:equal-highs|15178.50:equal-highs
2023-06-26,09:30,BULLISH,MEDIUM,4,bullish,15112.62:equal-highs|15147.75:equal-highs|15178.50:equal-highs
2023-06-26,10:00,BULLISH,LOW,3,bullish,15147.75:equal-highs|15178.50:equal-highs|15259.75:equal-highs
2023-06-27,08:00,BEARISH,LOW,3,bearish,14896.25:LondonL|14863.00:AsiaL|14853.50:PDL
2023-06-27,08:15,BEARISH,LOW,3,bearish,14863.00:AsiaL|14853.50:PDL
2023-06-27,09:30,BEARISH,MEDIUM,4,bearish,14896.25:LondonL|14863.00:AsiaL|14853.50:PDL
2023-06-27,09:45,BEARISH,LOW,3,bearish,14896.25:LondonL|14863.00:AsiaL|14853.50:PDL
2023-06-27,10:15,BULLISH,MEDIUM,5,bullish,15112.62:equal-highs|15152.50:PDH|15178.50:equal-highs
2023-06-28,08:00,NEUTRAL,NEUTRAL,3,bullish,15068.25:equal-highs|15112.62:equal-highs|15153.88:equal-highs
2023-06-28,08:45,NEUTRAL,NEUTRAL,3,bullish,15068.25:equal-highs|15112.62:equal-highs|15153.88:equal-highs
2023-06-28,09:15,NEUTRAL,NEUTRAL,3,bullish,15068.25:equal-highs|15112.62:equal-highs|15153.88:equal-highs
2023-06-28,09:30,NEUTRAL,NEUTRAL,3,bullish,15068.25:equal-highs|15112.62:equal-highs|15153.88:equal-highs
2023-06-28,09:45,NEUTRAL,NEUTRAL,3,bullish,15112.62:equal-highs|15153.88:equal-highs|15088.75:LondonH
2023-06-29,08:00,NEUTRAL,NEUTRAL,4,bullish,15197.00:LondonH|15219.00:PDH|15310.75:PWH
2023-06-29,08:45,NEUTRAL,NEUTRAL,5,bullish,15181.75:AsiaH|15197.00:LondonH|15219.00:PDH
2023-06-29,09:00,BEARISH,MEDIUM,5,bearish,15025.00:equal-lows|14889.38:equal-lows|15114.75:LondonL
2023-06-29,09:30,BEARISH,MEDIUM,5,bearish,15025.00:equal-lows|14889.38:equal-lows|14964.00:PWL
2023-06-30,08:00,NEUTRAL,NEUTRAL,3,bullish,15183.12:equal-highs|15202.75:PDH|15310.75:PWH
2023-06-30,08:15,NEUTRAL,NEUTRAL,3,bullish,15202.75:PDH|15310.75:PWH
2023-06-30,09:30,BULLISH,LOW,3,bullish,15310.75:PWH
2023-06-30,10:00,BULLISH,LOW,3,bullish,
2023-07-03,08:00,NEUTRAL,NEUTRAL,4,bearish,15119.88:equal-lows|15027.00:equal-lows|14853.50:PWL
2023-07-03,09:30,NEUTRAL,NEUTRAL,5,bearish,15119.88:equal-lows|15027.00:equal-lows|15336.25:LondonL
2023-07-03,09:45,NEUTRAL,NEUTRAL,4,bearish,15362.50:PDH|15119.88:equal-lows|15027.00:equal-lows
2023-07-03,10:00,NEUTRAL,NEUTRAL,1,bullish,15392.00:LondonH
2023-07-04,08:00,BEARISH,MEDIUM,4,bearish,15340.00:equal-lows|15334.25:AsiaL|15308.00:PDL
2023-07-04,08:15,BEARISH,MEDIUM,4,bearish,15341.62:equal-lows|15334.25:AsiaL|15308.00:PDL
2023-07-04,09:30,BEARISH,MEDIUM,4,bearish,15352.50:AsiaH|15341.62:equal-lows|15334.25:AsiaL
2023-07-05,08:00,BULLISH,MEDIUM,6,bullish,15331.00:PDL|15343.75:LondonH|15349.50:equal-highs
2023-07-05,09:30,BULLISH,MEDIUM,6,bullish,15331.00:PDL|15343.75:LondonH|15349.50:equal-highs
2023-07-05,09:45,BULLISH,MEDIUM,5,bullish,15391.00:equal-highs
2023-07-06,08:00,NEUTRAL,NEUTRAL,3,bearish,15266.38:equal-lows|15255.25:PDL|14853.50:PWL
2023-07-06,08:30,NEUTRAL,NEUTRAL,2,bearish,14853.50:PWL
2023-07-06,09:30,NEUTRAL,NEUTRAL,2,bearish,14853.50:PWL
2023-07-07,08:00,NEUTRAL,NEUTRAL,4,bullish,15214.75:AsiaL|15238.38:equal-highs|15305.62:equal-highs
2023-07-07,08:15,NEUTRAL,NEUTRAL,4,bullish,15238.38:equal-highs|15305.62:equal-highs|15349.50:equal-highs
2023-07-07,09:30,BULLISH,MEDIUM,5,bullish,15238.38:equal-highs|15305.62:equal-highs|15349.50:equal-highs
2023-07-07,09:45,BULLISH,MEDIUM,5,bullish,15238.38:equal-highs|15305.62:equal-highs|15349.50:equal-highs
2023-07-10,08:00,NEUTRAL,NEUTRAL,5,bullish,15238.38:equal-highs|15305.62:equal-highs|15315.25:equal-highs
2023-07-10,09:30,NEUTRAL,NEUTRAL,5,bullish,15179.75:LondonH|15238.38:equal-highs|15305.62:equal-highs
2023-07-10,09:45,NEUTRAL,NEUTRAL,5,bullish,15179.75:LondonH|15238.38:equal-highs|15305.62:equal-highs
2023-07-10,10:00,BEARISH,MEDIUM,4,bearish,15078.00:LondonL
2023-07-10,10:15,BEARISH,MEDIUM,5,bearish,15120.25:PDL|15113.75:equal-lows|15078.00:LondonL
2023-07-11,08:00,NEUTRAL,NEUTRAL,4,bullish,15240.75:equal-highs|15305.62:equal-highs|15357.62:equal-highs
2023-07-11,09:30,NEUTRAL,NEUTRAL,5,bullish,15216.50:equal-highs|15226.25:equal-highs|15238.25:LondonH
2023-07-11,09:45,NEUTRAL,NEUTRAL,5,bullish,15179.25:LondonL|15201.38:equal-highs|15216.50:equal-highs
2023-07-12,08:00,NEUTRAL,NEUTRAL,2,bullish,15432.00:PWH
2023-07-12,09:30,NEUTRAL,NEUTRAL,3,bullish,
2023-07-13,08:00,NEUTRAL,NEUTRAL,3,bullish,
2023-07-13,09:30,NEUTRAL,NEUTRAL,3,bullish,
2023-07-14,08:00,NEUTRAL,NEUTRAL,4,bullish,15729.00:AsiaH|15738.50:LondonH
2023-07-14,09:30,NEUTRAL,NEUTRAL,4,bullish,15738.50:LondonH
2023-07-14,09:45,NEUTRAL,NEUTRAL,3,bullish,
2023-07-17,08:00,BEARISH,MEDIUM,5,bearish,15679.38:equal-lows|15665.12:equal-lows|15270.00:equal-lows
2023-07-17,08:15,BEARISH,MEDIUM,5,bearish,15677.50:equal-lows|15665.12:equal-lows|15270.00:equal-lows
2023-07-17,08:30,BEARISH,MEDIUM,5,bearish,15679.38:equal-lows|15665.12:equal-lows|15270.00:equal-lows
2023-07-17,09:30,BULLISH,MEDIUM,4,bullish,15739.88:equal-highs|15857.25:PWH
2023-07-17,09:45,BULLISH,LOW,3,bullish,15857.25:PWH
2023-07-18,08:00,NEUTRAL,NEUTRAL,3,bearish,15700.12:equal-lows|15679.62:equal-lows|15673.25:PDL
2023-07-18,09:30,NEUTRAL,NEUTRAL,5,bearish,15700.12:equal-lows|15679.62:equal-lows|15673.25:PDL
2023-07-19,08:00,BULLISH,MEDIUM,4,bullish,16009.75:LondonH|16029.75:PDH
2023-07-19,08:45,BULLISH,MEDIUM,4,bullish,16029.75:PDH
2023-07-19,09:30,BULLISH,MEDIUM,4,bullish,16029.75:PDH
2023-07-19,09:45,BULLISH,MEDIUM,4,bullish,16029.75:PDH
2023-07-20,08:00,BULLISH,MEDIUM,5,bullish,15966.50:equal-highs|15896.50:AsiaH|15904.25:LondonH
2023-07-20,08:45,BULLISH,MEDIUM,4,bullish,15966.50:equal-highs|15842.25:PDL|15856.00:AsiaL
2023-07-20,09:30,NEUTRAL,NEUTRAL,5,bearish,15817.25:LondonL|15679.00:equal-lows|15063.25:PWL
2023-07-20,09:45,NEUTRAL,NEUTRAL,5,bearish,15817.25:LondonL|15679.00:equal-lows|15857.25:PWH
2023-07-20,10:15,BULLISH,MEDIUM,4,bullish,15966.50:equal-highs|15842.25:PDL|15856.00:AsiaL
2023-07-21,08:00,NEUTRAL,NEUTRAL,2,bearish,15611.50:AsiaH|15593.25:LondonL|15554.50:AsiaL
2023-07-21,08:15,NEUTRAL,NEUTRAL,2,bearish,15611.50:AsiaH|15593.25:LondonL|15554.50:AsiaL
2023-07-21,09:30,BULLISH,MEDIUM,6,bullish,15895.75:equal-highs|15966.50:equal-highs|15857.25:PWH
2023-07-21,10:00,NEUTRAL,NEUTRAL,2,bearish,15611.50:AsiaH|15593.25:LondonL|15554.50:AsiaL
2023-07-21,10:15,NEUTRAL,NEUTRAL,2,bearish,15611.50:AsiaH|15593.25:LondonL|15554.50:AsiaL
2023-07-24,08:00,BULLISH,MEDIUM,4,bullish,15895.75:equal-highs|15594.25:LondonH|16062.75:PWH
2023-07-24,09:30,BULLISH,MEDIUM,4,bullish,15591.88:equal-highs|15895.75:equal-highs|16062.75:PWH
2023-07-24,09:45,BULLISH,MEDIUM,4,bullish,15895.75:equal-highs|16062.75:PWH
2023-07-24,10:00,NEUTRAL,NEUTRAL,2,bearish,
2023-07-25,08:00,BEARISH,MEDIUM,4,bearish,15591.25:equal-lows|15572.25:AsiaH|15558.25:LondonL
2023-07-25,09:30,BEARISH,MEDIUM,4,bearish,15572.25:AsiaH|15558.25:LondonL|15549.25:AsiaL
2023-07-25,09:45,BEARISH,LOW,3,bearish,15591.25:equal-lows|15572.25:AsiaH|15558.25:LondonL
2023-07-26,08:00,BEARISH,MEDIUM,4,bearish,15591.25:equal-lows|15555.00:PDL|15549.12:equal-lows
2023-07-26,09:30,BEARISH,LOW,3,bearish,15591.25:equal-lows|15555.00:PDL|15549.12:equal-lows
2023-07-26,09:45,BEARISH,LOW,3,bearish,15591.25:equal-lows|15555.00:PDL|15549.12:equal-lows
2023-07-26,10:00,BEARISH,LOW,3,bearish,15591.25:equal-lows|15555.00:PDL|15549.12:equal-lows
2023-07-27,08:00,NEUTRAL,NEUTRAL,2,bullish,16062.75:PWH
2023-07-27,09:30,NEUTRAL,NEUTRAL,3,bullish,16062.75:PWH
2023-07-28,08:00,NEUTRAL,NEUTRAL,4,bullish,15737.75:equal-highs|15904.00:PDH|16062.75:PWH
2023-07-28,08:30,NEUTRAL,NEUTRAL,3,bullish,15904.00:PDH|16062.75:PWH
2023-07-28,09:30,NEUTRAL,NEUTRAL,4,bullish,15904.00:PDH|16062.75:PWH
2023-07-31,08:00,BULLISH,MEDIUM,5,bullish,15888.50:AsiaH|15917.00:PDH
2023-07-31,09:00,BULLISH,MEDIUM,5,bullish,15917.00:PDH
2023-07-31,09:30,BULLISH,MEDIUM,5,bullish,15873.75:LondonH|15888.50:AsiaH|15917.00:PDH
2023-07-31,09:45,BULLISH,MEDIUM,5,bullish,15917.00:PDH
2023-08-01,08:00,NEUTRAL,NEUTRAL,3,bearish,15483.75:PWL
2023-08-01,09:30,NEUTRAL,NEUTRAL,3,bearish,15766.50:LondonL|15483.75:PWL
2023-08-01,09:45,NEUTRAL,NEUTRAL,3,bearish,15766.50:LondonL|15483.75:PWL
2023-08-02,08:00,BULLISH,MEDIUM,5,bullish,15874.50:PDH|15879.62:equal-highs|15716.00:AsiaL
2023-08-02,08:30,BULLISH,MEDIUM,6,bullish,15874.50:PDH|15879.62:equal-highs|15716.00:AsiaL
2023-08-02,09:30,BULLISH,MEDIUM,6,bullish,15874.50:PDH|15879.62:equal-highs|15684.00:PDL
2023-08-02,10:15,NEUTRAL,NEUTRAL,4,bearish,15483.75:PWL
2023-08-03,08:00,NEUTRAL,NEUTRAL,5,bullish,15731.50:PDH|15876.00:equal-highs|15414.00:PDL
2023-08-03,09:30,NEUTRAL,NEUTRAL,4,bullish,15731.50:PDH|15876.00:equal-highs|15414.00:PDL
