stream,stack,n,sess,base_exp,subset_exp,improvement,null_pct
sw-onx-reclaim,absorption_pre_5>p75 AND risk_pts>p25,33,33,0.06042834943870797,0.08574348262845607,0.025315133189748103,0.0
sw-onx-reclaim,absorption_pre_5>p75 AND news_day<=p75,32,31,0.06042834943870797,-0.23295981432907212,-0.2933881637677801,0.0
sw-onx-reclaim,absorption_pre_5>p75 AND news_day<=p50,32,31,0.06042834943870797,-0.23295981432907212,-0.2933881637677801,0.0
sw-onx-reclaim,absorption_pre_5>p75 AND news_day<=p25,32,31,0.06042834943870797,-0.23295981432907212,-0.2933881637677801,0.0
sw-onx-reclaim,absorption_pre_5>p75 AND dist_to_level_R<=p75,33,32,0.06042834943870797,-0.014873755259704989,-0.07530210469841296,0.0
sw-onx-reclaim,absorption_pre_5<=p75 AND volume_pace_at_entry>p50,58,57,0.06042834943870797,0.16579772867001183,0.10536937923130385,0.0
sw-onx-reclaim,absorption_pre_5<=p75 AND atr_pct<=p75,85,83,0.06042834943870797,0.13193079304804028,0.0715024436093323,0.0
sw-onx-reclaim,absorption_pre_5<=p75 AND atr_pct>p75,41,39,0.06042834943870797,0.19981082765216285,0.13938247821345487,0.0
sw-onx-reclaim,absorption_pre_5<=p75 AND atr_pct<=p50,48,47,0.06042834943870797,-0.008575508702993707,-0.06900385814170168,0.0
sw-onx-reclaim,absorption_pre_5<=p75 AND atr_pct>p50,78,75,0.06042834943870797,0.25407674052007434,0.19364839108136636,0.0
sw-onx-reclaim,absorption_pre_5<=p75 AND atr_pct>p25,107,103,0.06042834943870797,0.190816128284391,0.13038777884568303,0.0
sw-onx-reclaim,absorption_pre_5<=p75 AND entry_min_into_window<=p75,97,96,0.06042834943870797,0.2442366637216601,0.18380831428295213,0.0
sw-onx-reclaim,absorption_pre_5<=p75 AND entry_min_into_window>p75,32,32,0.06042834943870797,-0.20041726687746783,-0.2608456163161758,0.0
sw-onx-reclaim,absorption_pre_5<=p75 AND entry_min_into_window<=p50,62,62,0.06042834943870797,0.3320207066890057,0.27159235725029773,0.0
sw-onx-reclaim,absorption_pre_5<=p75 AND vpoc_distance_at_entry>p75,25,25,0.06042834943870797,0.3271463195355804,0.2667179700968724,0.0
sw-onx-reclaim,absorption_pre_5<=p75 AND entry_min_into_window>p25,94,93,0.06042834943870797,0.029003530629429987,-0.031424818809277985,0.0
sw-onx-reclaim,absorption_pre_5<=p75 AND value_area_location<=p75,95,94,0.06042834943870797,0.22031395496058456,0.15988560552187658,0.0
sw-onx-reclaim,absorption_pre_5<=p75 AND value_area_location>p75,34,34,0.06042834943870797,-0.10741829059804323,-0.1678466400367512,0.0
sw-onx-reclaim,absorption_pre_5<=p75 AND value_area_location<=p50,68,68,0.06042834943870797,0.22980219669049484,0.16937384725178686,0.0
sw-onx-reclaim,absorption_pre_5<=p75 AND value_area_location>p50,61,61,0.06042834943870797,0.027066466655219827,-0.033361882783488145,0.0
sw-onx-reclaim,absorption_pre_5<=p75 AND value_area_location<=p25,38,38,0.06042834943870797,0.25218230848538437,0.1917539590466764,0.0
sw-onx-reclaim,absorption_pre_5<=p75 AND value_area_location>p25,91,89,0.06042834943870797,0.08455688042282919,0.024128530984121217,0.0
sw-onx-reclaim,absorption_pre_5<=p75 AND vpoc_distance_at_entry<=p75,104,103,0.06042834943870797,0.08748986396665911,0.027061514527951143,0.0
sw-onx-reclaim,absorption_pre_5<=p75 AND entry_min_into_window>p50,67,67,0.06042834943870797,-0.049368357817855126,-0.1097967072565631,0.0
sw-onx-reclaim,absorption_pre_5<=p50 AND risk_pts>p25,69,68,0.06042834943870797,0.1317840867952355,0.07135573735652753,0.0
sw-onx-reclaim,absorption_pre_5<=p50 AND news_day<=p75,65,64,0.06042834943870797,0.20114765046817853,0.14071930102947056,0.0
sw-onx-reclaim,absorption_pre_5<=p50 AND news_day<=p50,65,64,0.06042834943870797,0.20114765046817853,0.14071930102947056,0.0
sw-onx-reclaim,absorption_pre_5<=p50 AND news_day<=p25,65,64,0.06042834943870797,0.20114765046817853,0.14071930102947056,0.0
sw-onx-reclaim,absorption_pre_5<=p50 AND dist_to_level_R<=p75,65,64,0.06042834943870797,0.23285053948783319,0.1724221900491252,0.0
sw-onx-reclaim,absorption_pre_5<=p50 AND dist_to_level_R<=p50,44,44,0.06042834943870797,0.2267413734911946,0.16631302405248663,0.0
sw-onx-reclaim,absorption_pre_5<=p50 AND dist_to_level_R>p50,42,41,0.06042834943870797,-0.01632194645058064,-0.07675029588928861,0.0
sw-onx-reclaim,absorption_pre_5>p75 AND dist_to_level_R>p25,33,33,0.06042834943870797,-0.22571060391896272,-0.2861389533576707,0.0
sw-onx-reclaim,absorption_pre_5<=p50 AND htf_aligned<=p75,86,84,0.06042834943870797,0.10803603119404856,0.04760768175534059,0.0
sw-onx-reclaim,absorption_pre_5<=p50 AND htf_aligned<=p50,54,54,0.06042834943870797,0.1939436195306963,0.13351527009198833,0.0
sw-onx-reclaim,absorption_pre_5<=p50 AND htf_aligned>p50,32,32,0.06042834943870797,-0.03693302412404457,-0.09736137356275254,0.0
sw-onx-reclaim,absorption_pre_5<=p50 AND htf_aligned<=p25,54,54,0.06042834943870797,0.1939436195306963,0.13351527009198833,0.0
sw-onx-reclaim,absorption_pre_5<=p50 AND htf_aligned>p25,32,32,0.06042834943870797,-0.03693302412404457,-0.09736137356275254,0.0
sw-onx-reclaim,absorption_pre_5<=p50 AND atr_pct<=p75,45,45,0.06042834943870797,0.13598991768707755,0.07556156824836957,0.0
sw-onx-reclaim,absorption_pre_5<=p50 AND atr_pct>p75,38,36,0.06042834943870797,0.1394818391755192,0.07905348973681123,0.0
sw-onx-reclaim,absorption_pre_5<=p50 AND atr_pct>p50,60,58,0.06042834943870797,0.2251479749300583,0.16471962549135033,0.0
sw-onx-reclaim,absorption_pre_5<=p50 AND dist_to_level_R>p25,62,61,0.06042834943870797,0.10757772962176734,0.04714938018305937,0.0
sw-onx-reclaim,absorption_pre_5>p75 AND htf_aligned<=p75,43,42,0.06042834943870797,-0.16009134273172757,-0.22051969217043554,0.0
sw-onx-reclaim,absorption_pre_5>p75 AND atr_pct<=p75,40,39,0.06042834943870797,-0.1946376635118389,-0.25506601295054687,0.0
sw-onx-reclaim,absorption_pre_5>p75 AND atr_pct<=p50,36,35,0.06042834943870797,-0.1009980336057486,-0.16142638304445658,0.0
sw-onx-reclaim,absorption_pre_5>p75 AND entry_min_into_window<=p75,32,32,0.06042834943870797,-0.011472305600985784,-0.07190065503969376,0.0
sw-onx-reclaim,absorption_pre_5>p75 AND entry_min_into_window<=p50,25,25,0.06042834943870797,-0.12228387483789885,-0.18271222427660683,0.0
sw-onx-reclaim,absorption_pre_5>p75 AND entry_min_into_window>p25,29,29,0.06042834943870797,-0.32139713931088615,-0.3818254887495941,0.0
sw-onx-reclaim,absorption_pre_5>p75 AND value_area_location<=p75,34,33,0.06042834943870797,-0.3388292869792738,-0.39925763641798173,0.0
sw-onx-reclaim,absorption_pre_5>p75 AND value_area_location>p50,25,25,0.06042834943870797,0.28314090331831204,0.22271255387960406,0.0
sw-onx-reclaim,absorption_pre_5<=p50 AND risk_pts>p50,50,49,0.06042834943870797,0.07866267928802241,0.01823432984931444,0.0
sw-onx-reclaim,absorption_pre_5>p75 AND vpoc_distance_at_entry<=p75,25,24,0.06042834943870797,-0.20749013993300322,-0.2679184893717112,0.0
sw-onx-reclaim,absorption_pre_5>p75 AND vpoc_distance_at_entry>p25,36,36,0.06042834943870797,-0.26583234250385757,-0.3262606919425655,0.0
sw-onx-reclaim,absorption_pre_5>p75 AND volume_pace_at_entry<=p75,29,28,0.06042834943870797,-0.14534714062624202,-0.20577549006495,0.0
sw-onx-reclaim,absorption_pre_5>p75 AND volume_pace_at_entry>p50,28,28,0.06042834943870797,-0.2600516036881796,-0.32047995312688754,0.0
sw-onx-reclaim,absorption_pre_5>p75 AND volume_pace_at_entry>p25,37,36,0.06042834943870797,-0.20702285931887163,-0.2674512087575796,0.0
sw-onx-reclaim,absorption_pre_5<=p50 AND risk_pts<=p75,56,55,0.06042834943870797,-0.0038783926173666036,-0.06430674205607458,0.0
sw-onx-reclaim,absorption_pre_5<=p50 AND risk_pts>p75,30,29,0.06042834943870797,0.3169429556420235,0.25651460620331556,0.0
sw-onx-reclaim,absorption_pre_5<=p50 AND risk_pts<=p50,36,36,0.06042834943870797,0.14883235328575156,0.08840400384704358,0.0
sw-onx-reclaim,absorption_pre_5>p75 AND value_area_location>p25,38,38,0.06042834943870797,-0.04168950680522828,-0.10211785624393625,0.0
sw-onx-reclaim,volume_pace_at_entry>p25 AND dist_to_level_R<=p25,30,30,0.06042834943870797,0.19787462403732362,0.13744627459861564,0.0
sw-onx-reclaim,volume_pace_at_entry>p25 AND dist_to_level_R>p25,99,99,0.06042834943870797,0.048774705212150826,-0.011653644226557146,0.0
sw-onx-reclaim,volume_pace_at_entry>p25 AND htf_aligned<=p75,129,126,0.06042834943870797,0.08344910493893522,0.023020755500227245,0.0
sw-onx-reclaim,volume_pace_at_entry>p25 AND htf_aligned<=p50,73,73,0.06042834943870797,0.12292631310025338,0.06249796366154541,0.0
sw-onx-reclaim,volume_pace_at_entry>p25 AND htf_aligned>p50,56,56,0.06042834943870797,0.03198774430007399,-0.02844060513863398,0.0
sw-onx-reclaim,volume_pace_at_entry>p25 AND htf_aligned<=p25,73,73,0.06042834943870797,0.12292631310025338,0.06249796366154541,0.0
sw-onx-reclaim,volume_pace_at_entry>p25 AND htf_aligned>p25,56,56,0.06042834943870797,0.03198774430007399,-0.02844060513863398,0.0
sw-onx-reclaim,absorption_pre_5<=p75 AND htf_aligned>p25,53,53,0.06042834943870797,-0.09476991682542904,-0.15519826626413702,0.0
sw-onx-reclaim,volume_pace_at_entry>p25 AND atr_pct>p75,28,28,0.06042834943870797,0.25693333237319166,0.19650498293448368,0.0
sw-onx-reclaim,volume_pace_at_entry>p25 AND atr_pct<=p50,72,70,0.06042834943870797,-0.018973149528160878,-0.07940149896686885,0.0
sw-onx-reclaim,volume_pace_at_entry>p25 AND atr_pct>p50,56,55,0.06042834943870797,0.23485889909935223,0.17443054966064425,0.0
sw-onx-reclaim,volume_pace_at_entry>p25 AND atr_pct<=p25,36,35,0.06042834943870797,-0.16270566257743002,-0.223134012016138,0.0
sw-onx-reclaim,volume_pace_at_entry>p25 AND atr_pct>p25,92,90,0.06042834943870797,0.1917764721339525,0.1313481226952445,0.0
sw-onx-reclaim,volume_pace_at_entry>p25 AND entry_min_into_window<=p75,101,100,0.06042834943870797,0.15905719271685276,0.09862884327814478,0.0
sw-onx-reclaim,volume_pace_at_entry>p25 AND entry_min_into_window>p75,28,28,0.06042834943870797,-0.18928006883141033,-0.2497084182701183,0.0
sw-onx-reclaim,volume_pace_at_entry>p25 AND entry_min_into_window<=p50,67,67,0.06042834943870797,0.19958353828990744,0.13915518885119946,0.0
sw-onx-reclaim,volume_pace_at_entry>p25 AND atr_pct<=p75,100,97,0.06042834943870797,0.045918982770867756,-0.014509366667840216,0.0
sw-onx-reclaim,volume_pace_at_entry<=p25 AND vpoc_distance_at_entry<=p75,32,32,0.06042834943870797,-0.21876505352557132,-0.2791934029642793,0.0
sw-onx-reclaim,volume_pace_at_entry<=p25 AND vpoc_distance_at_entry>p25,33,33,0.06042834943870797,0.0922220695854306,0.031793720146722625,0.0
sw-onx-reclaim,volume_pace_at_entry>p25 AND risk_pts<=p75,99,97,0.06042834943870797,0.0433578796349943,-0.01707046980371367,0.0
sw-onx-reclaim,volume_pace_at_entry>p25 AND risk_pts>p75,30,30,0.06042834943870797,0.21575014844194007,0.1553217990032321,0.0
sw-onx-reclaim,volume_pace_at_entry>p25 AND risk_pts<=p50,65,64,0.06042834943870797,0.06593468529593642,0.005506335857228449,0.0
sw-onx-reclaim,volume_pace_at_entry>p25 AND risk_pts>p50,64,64,0.06042834943870797,0.10123718738885583,0.04080883795014786,0.0
sw-onx-reclaim,volume_pace_at_entry>p25 AND risk_pts<=p25,32,31,0.06042834943870797,0.08516828401865228,0.024739934579944313,0.0
sw-onx-reclaim,volume_pace_at_entry>p25 AND risk_pts>p25,97,97,0.06042834943870797,0.08288195307758524,0.022453603638877266,0.0
sw-onx-reclaim,volume_pace_at_entry>p25 AND dist_to_level_R>p50,64,64,0.06042834943870797,0.003655384724040159,-0.05677296471466781,0.0
sw-onx-reclaim,volume_pace_at_entry>p25 AND news_day>p75,26,25,0.06042834943870797,-0.04123504112278783,-0.1016633905614958,0.0
sw-onx-reclaim,volume_pace_at_entry>p25 AND news_day<=p50,103,101,0.06042834943870797,0.1149227728768459,0.05449442343813792,0.0
sw-onx-reclaim,volume_pace_at_entry>p25 AND news_day>p50,26,25,0.06042834943870797,-0.04123504112278783,-0.1016633905614958,0.0
sw-onx-reclaim,volume_pace_at_entry>p25 AND news_day<=p25,103,101,0.06042834943870797,0.1149227728768459,0.05449442343813792,0.0
sw-onx-reclaim,volume_pace_at_entry>p25 AND news_day>p25,26,25,0.06042834943870797,-0.04123504112278783,-0.1016633905614958,0.0
sw-onx-reclaim,volume_pace_at_entry>p25 AND dist_to_level_R<=p75,101,98,0.06042834943870797,0.17850101002169463,0.11807266058298665,0.0
sw-onx-reclaim,volume_pace_at_entry>p25 AND dist_to_level_R>p75,28,28,0.06042834943870797,-0.2594166955381611,-0.31984504497686905,0.0
sw-onx-reclaim,volume_pace_at_entry>p25 AND dist_to_level_R<=p50,65,65,0.06042834943870797,0.1620152294582164,0.10158688001950841,0.0
sw-onx-reclaim,volume_pace_at_entry>p25 AND news_day<=p75,103,101,0.06042834943870797,0.1149227728768459,0.05449442343813792,0.0
sw-onx-reclaim,absorption_pre_5<=p75 AND risk_pts>p25,96,95,0.06042834943870797,0.08597806666028258,0.025549717221574612,0.0
sw-onx-reclaim,absorption_pre_5<=p75 AND news_day<=p75,97,95,0.06042834943870797,0.20177810128586735,0.14134975184715937,0.0
sw-onx-reclaim,absorption_pre_5<=p75 AND news_day>p75,32,30,0.06042834943870797,-0.07171474949397103,-0.132143098932679,0.0
sw-onx-reclaim,absorption_pre_5<=p75 AND news_day<=p50,97,95,0.06042834943870797,0.20177810128586735,0.14134975184715937,0.0
sw-onx-reclaim,absorption_pre_5<=p75 AND news_day>p50,32,30,0.06042834943870797,-0.07171474949397103,-0.132143098932679,0.0
sw-onx-reclaim,absorption_pre_5<=p75 AND news_day<=p25,97,95,0.06042834943870797,0.20177810128586735,0.14134975184715937,0.0
sw-onx-reclaim,absorption_pre_5<=p75 AND news_day>p25,32,30,0.06042834943870797,-0.07171474949397103,-0.132143098932679,0.0
sw-onx-reclaim,absorption_pre_5<=p75 AND dist_to_level_R<=p75,96,93,0.06042834943870797,0.18531478047991112,0.12488643104120314,0.0
sw-onx-reclaim,volume_pace_at_entry>p25 AND entry_min_into_window>p50,62,62,0.06042834943870797,-0.0420510085209864,-0.10247935795969437,0.0
sw-onx-reclaim,absorption_pre_5<=p75 AND dist_to_level_R<=p50,65,65,0.06042834943870797,0.16929447322956298,0.108866123790855,0.0
sw-onx-reclaim,absorption_pre_5<=p75 AND dist_to_level_R>p50,64,63,0.06042834943870797,0.09802286064063222,0.037594511201924245,0.0
sw-onx-reclaim,absorption_pre_5<=p75 AND dist_to_level_R<=p25,33,33,0.06042834943870797,0.15857474972567573,0.09814640028696775,0.0
sw-onx-reclaim,absorption_pre_5<=p75 AND dist_to_level_R>p25,96,95,0.06042834943870797,0.12546496979140373,0.06503662035269575,0.0
sw-onx-reclaim,absorption_pre_5<=p75 AND htf_aligned<=p75,129,125,0.06042834943870797,0.13393491349551984,0.07350656405681186,0.0
sw-onx-reclaim,absorption_pre_5<=p75 AND htf_aligned<=p50,76,76,0.06042834943870797,0.29342643990354994,0.23299809046484196,0.0
sw-onx-reclaim,absorption_pre_5<=p75 AND htf_aligned>p50,53,53,0.06042834943870797,-0.09476991682542904,-0.15519826626413702,0.0
sw-onx-reclaim,absorption_pre_5<=p75 AND htf_aligned<=p25,76,76,0.06042834943870797,0.29342643990354994,0.23299809046484196,0.0
sw-onx-reclaim,absorption_pre_5<=p75 AND dist_to_level_R>p75,33,33,0.06042834943870797,-0.015533790459073098,-0.07596213989778107,0.0
sw-onx-reclaim,volume_pace_at_entry>p25 AND entry_min_into_window>p25,95,94,0.06042834943870797,-0.040143994247690086,-0.10057234368639806,0.0
sw-onx-reclaim,volume_pace_at_entry>p25 AND value_area_location<=p75,100,99,0.06042834943870797,0.05075848516578793,-0.009669864272920041,0.0
sw-onx-reclaim,volume_pace_at_entry>p25 AND value_area_location>p75,29,29,0.06042834943870797,0.19617538001875345,0.13574703058004547,0.0
sw-onx-reclaim,volume_pace_at_entry>p25 AND value_area_location<=p50,67,67,0.06042834943870797,-0.08802660567370996,-0.14845495511241794,0.0
sw-onx-reclaim,volume_pace_at_entry>p25 AND value_area_location>p50,62,62,0.06042834943870797,0.26875350189130975,0.20832515245260178,0.0
sw-onx-reclaim,volume_pace_at_entry>p25 AND value_area_location<=p25,31,31,0.06042834943870797,-0.015224488674491991,-0.07565283811319996,0.0
sw-onx-reclaim,volume_pace_at_entry>p25 AND value_area_location>p25,98,97,0.06042834943870797,0.11466218046971317,0.0542338310310052,0.0
sw-onx-reclaim,volume_pace_at_entry>p25 AND vpoc_distance_at_entry<=p75,97,95,0.06042834943870797,0.11249663986624481,0.052068290427536836,0.0
sw-onx-reclaim,absorption_pre_5<=p75 AND risk_pts<=p25,33,32,0.06042834943870797,0.2734457406525737,0.21301739121386573,0.0
sw-onx-reclaim,volume_pace_at_entry>p25 AND vpoc_distance_at_entry<=p50,65,64,0.06042834943870797,0.017594400976162466,-0.042833948462545506,0.0
sw-onx-reclaim,volume_pace_at_entry>p25 AND vpoc_distance_at_entry>p50,64,64,0.06042834943870797,0.15033278865112626,0.08990443921241828,0.0
sw-onx-reclaim,volume_pace_at_entry>p25 AND vpoc_distance_at_entry<=p25,33,32,0.06042834943870797,0.01474366946513967,-0.0456846799735683,0.0
sw-onx-reclaim,volume_pace_at_entry>p25 AND vpoc_distance_at_entry>p25,96,96,0.06042834943870797,0.1070665983830524,0.04663824894434442,0.0
sw-onx-reclaim,absorption_pre_5<=p75 AND risk_pts<=p75,90,88,0.06042834943870797,0.09905949917827526,0.03863114973956729,0.0
sw-onx-reclaim,absorption_pre_5<=p75 AND risk_pts>p75,39,38,0.06042834943870797,0.21441663884300724,0.15398828940429926,0.0
sw-onx-reclaim,absorption_pre_5<=p75 AND risk_pts<=p50,64,63,0.06042834943870797,0.18209670925348764,0.12166835981477966,0.0
sw-onx-reclaim,absorption_pre_5<=p75 AND risk_pts>p50,65,64,0.06042834943870797,0.08651406844152079,0.02608571900281282,0.0
sw-onx-reclaim,volume_pace_at_entry>p25 AND vpoc_distance_at_entry>p75,32,32,0.06042834943870797,-0.004601235309472186,-0.06502958474818016,0.0
sw-onx-reclaim,value_area_location>p25 AND entry_min_into_window>p50,57,57,0.06042834943870797,-0.08989861510261335,-0.15032696454132133,0.0
sw-onx-reclaim,value_area_location>p25 AND entry_min_into_window<=p25,43,43,0.06042834943870797,0.3325192139304783,0.27209086449177033,0.0
sw-onx-reclaim,value_area_location>p25 AND entry_min_into_window>p25,86,86,0.06042834943870797,-0.09520757371083474,-0.15563592314954272,0.0
sw-onx-reclaim,vpoc_distance_at_entry<=p75 AND risk_pts<=p75,99,97,0.06042834943870797,-0.05614716354902347,-0.11657551298773144,0.0
sw-onx-reclaim,vpoc_distance_at_entry<=p75 AND risk_pts>p75,30,30,0.06042834943870797,0.3156753848520264,0.25524703541331845,0.0
sw-onx-reclaim,vpoc_distance_at_entry<=p75 AND risk_pts<=p50,70,69,0.06042834943870797,-0.03848048648357968,-0.09890883592228765,0.0
sw-onx-reclaim,vpoc_distance_at_entry<=p75 AND risk_pts>p50,59,59,0.06042834943870797,0.11195468488233976,0.051526335443631784,0.0
sw-onx-reclaim,volume_pace_at_entry<=p75 AND dist_to_level_R>p50,62,61,0.06042834943870797,0.08718488516353108,0.02675653572482311,0.0
sw-onx-reclaim,vpoc_distance_at_entry<=p75 AND risk_pts>p25,93,93,0.06042834943870797,0.04422059604336694,-0.01620775339534103,0.0
sw-onx-reclaim,vpoc_distance_at_entry<=p75 AND news_day<=p75,97,96,0.06042834943870797,0.09539345655017997,0.034965107111472,0.0
sw-onx-reclaim,vpoc_distance_at_entry<=p75 AND news_day>p75,32,31,0.06042834943870797,-0.16692102909874976,-0.22734937853745774,0.0
sw-onx-reclaim,vpoc_distance_at_entry<=p75 AND news_day<=p50,97,96,0.06042834943870797,0.09539345655017997,0.034965107111472,0.0
sw-onx-reclaim,vpoc_distance_at_entry<=p75 AND news_day>p50,32,31,0.06042834943870797,-0.16692102909874976,-0.22734937853745774,0.0
sw-onx-reclaim,vpoc_distance_at_entry<=p75 AND news_day<=p25,97,96,0.06042834943870797,0.09539345655017997,0.034965107111472,0.0
sw-onx-reclaim,vpoc_distance_at_entry<=p75 AND news_day>p25,32,31,0.06042834943870797,-0.16692102909874976,-0.22734937853745774,0.0
sw-onx-reclaim,vpoc_distance_at_entry<=p75 AND dist_to_level_R<=p75,100,98,0.06042834943870797,0.09364749661877766,0.03321914718006969,0.0
sw-onx-reclaim,vpoc_distance_at_entry<=p75 AND risk_pts<=p25,36,35,0.06042834943870797,-0.005578418828490465,-0.06600676826719844,0.0
sw-onx-reclaim,value_area_location>p25 AND dist_to_level_R<=p50,65,65,0.06042834943870797,0.08769011773330866,0.02726176829460069,0.0
sw-onx-reclaim,value_area_location>p25 AND dist_to_level_R>p50,64,64,0.06042834943870797,0.006415893862714295,-0.05401245557599368,0.0
sw-onx-reclaim,value_area_location>p25 AND dist_to_level_R<=p25,31,31,0.06042834943870797,0.19453931049735634,0.13411096105864836,0.0
sw-onx-reclaim,value_area_location>p25 AND dist_to_level_R>p25,98,98,0.06042834943870797,0.0008138391271503218,-0.05961451031155765,0.0
