fib,side,score,R,fill,day,hm,hold_min,htf,has_sweep,span
0.75,long,2,3.0,2023-10-02 08:02:00-04:00,2023-10-02,482,198,discount,False,199.0
0.71,long,2,2.4482758620689653,2023-10-02 07:46:00-04:00,2023-10-02,466,214,discount,False,199.0
0.75,long,2,-1.0,2023-10-02 06:13:00-04:00,2023-10-02,373,168,discount,False,154.0
0.71,long,3,-1.0,2023-10-02 06:12:00-04:00,2023-10-02,372,169,discount,False,154.0
0.75,short,2,-1.0,2023-10-02 02:47:00-04:00,2023-10-02,167,22,discount,True,53.5
0.71,short,2,-1.0,2023-10-02 02:45:00-04:00,2023-10-02,165,24,discount,True,53.5
0.75,short,2,-1.0,2023-10-02 02:47:00-04:00,2023-10-02,167,22,discount,True,53.5
0.71,short,2,-1.0,2023-10-02 02:45:00-04:00,2023-10-02,165,24,discount,True,53.5
0.75,long,4,-1.0,2023-10-02 04:20:00-04:00,2023-10-02,260,43,discount,True,56.5
0.71,long,3,-1.0,2023-10-02 04:19:00-04:00,2023-10-02,259,44,discount,True,56.5
0.75,short,2,-1.0,2023-10-02 10:02:00-04:00,2023-10-02,602,78,discount,False,132.25
0.71,short,2,-1.0,2023-10-02 10:02:00-04:00,2023-10-02,602,78,discount,False,132.25
0.75,short,2,-1.0,2023-10-02 10:01:00-04:00,2023-10-02,601,79,discount,False,165.75
0.71,short,2,-1.0,2023-10-02 10:00:00-04:00,2023-10-02,600,80,discount,False,165.75
0.75,long,4,3.0,2023-10-02 13:14:00-04:00,2023-10-02,794,166,discount,True,166.25
0.71,long,4,2.4482758620689653,2023-10-02 13:11:00-04:00,2023-10-02,791,169,discount,True,166.25
0.75,long,4,-1.0,2023-10-02 15:03:00-04:00,2023-10-02,903,1085,discount,True,220.0
0.71,long,4,-1.0,2023-10-02 15:00:00-04:00,2023-10-02,900,1088,discount,True,220.0
0.75,short,3,3.0,2023-10-02 16:00:00-04:00,2023-10-02,960,942,discount,True,181.0
0.71,short,3,2.4482758620689653,2023-10-02 16:00:00-04:00,2023-10-02,960,942,discount,True,181.0
0.75,long,3,-1.0,2023-10-03 07:46:00-04:00,2023-10-03,466,56,discount,True,141.0
0.71,long,3,-1.0,2023-10-03 07:26:00-04:00,2023-10-03,446,76,discount,True,141.0
0.75,short,2,3.0,2023-10-02 21:23:00-04:00,2023-10-02,1283,216,discount,False,49.25
0.71,short,2,2.4482758620689653,2023-10-02 21:00:00-04:00,2023-10-02,1260,239,discount,False,49.25
0.75,short,2,3.0,2023-10-02 21:23:00-04:00,2023-10-02,1283,216,discount,False,49.25
0.71,short,2,2.4482758620689653,2023-10-02 21:00:00-04:00,2023-10-02,1260,239,discount,False,49.25
0.75,long,4,-1.0,2023-10-03 05:03:00-04:00,2023-10-03,303,7,discount,True,49.0
0.71,long,4,-1.0,2023-10-03 05:03:00-04:00,2023-10-03,303,7,discount,True,49.0
0.75,short,3,-1.0,2023-10-03 03:00:00-04:00,2023-10-03,180,39,discount,True,48.25
0.71,short,3,-1.0,2023-10-03 02:56:00-04:00,2023-10-03,176,43,discount,True,48.25
0.75,long,3,-1.0,2023-10-03 07:00:00-04:00,2023-10-03,420,10,discount,False,87.5
0.71,long,3,-1.0,2023-10-03 06:50:00-04:00,2023-10-03,410,20,discount,False,87.5
0.75,long,3,-1.0,2023-10-03 07:00:00-04:00,2023-10-03,420,10,discount,False,87.5
0.71,long,3,-1.0,2023-10-03 06:50:00-04:00,2023-10-03,410,20,discount,False,87.5
0.75,short,3,3.0,2023-10-03 09:54:00-04:00,2023-10-03,594,11,discount,True,149.5
0.71,short,3,2.4482758620689653,2023-10-03 09:51:00-04:00,2023-10-03,591,14,discount,True,149.5
0.75,short,2,3.0,2023-10-04 15:32:00-04:00,2023-10-04,932,2338,discount,False,299.25
0.71,short,2,2.4482758620689653,2023-10-04 15:17:00-04:00,2023-10-04,917,2353,discount,False,299.25
0.75,short,2,3.0,2023-10-04 12:00:00-04:00,2023-10-04,720,2571,discount,False,303.75
0.71,short,2,2.4482758620689653,2023-10-04 11:56:00-04:00,2023-10-04,716,2575,discount,False,303.75
0.75,short,2,-1.0,2023-10-04 08:15:00-04:00,2023-10-04,495,83,discount,False,166.5
0.71,short,2,-1.0,2023-10-04 08:15:00-04:00,2023-10-04,495,83,discount,False,166.5
0.75,long,3,-1.0,2023-10-03 21:32:00-04:00,2023-10-03,1292,137,discount,True,82.5
0.71,long,3,-1.0,2023-10-03 21:18:00-04:00,2023-10-03,1278,151,discount,True,82.5
0.75,long,3,-1.0,2023-10-03 21:32:00-04:00,2023-10-03,1292,137,discount,True,81.25
0.71,long,3,-1.0,2023-10-03 21:18:00-04:00,2023-10-03,1278,151,discount,True,81.25
0.75,long,3,-1.0,2023-10-03 21:32:00-04:00,2023-10-03,1292,137,discount,True,81.25
0.71,long,3,-1.0,2023-10-03 21:18:00-04:00,2023-10-03,1278,151,discount,True,81.25
0.75,short,3,-1.0,2023-10-04 05:39:00-04:00,2023-10-04,339,88,discount,True,68.25
0.71,short,3,-1.0,2023-10-04 05:35:00-04:00,2023-10-04,335,92,discount,True,68.25
0.75,short,3,-1.0,2023-10-04 04:12:00-04:00,2023-10-04,252,79,discount,True,101.75
0.71,short,3,-1.0,2023-10-04 04:12:00-04:00,2023-10-04,252,79,discount,True,101.75
0.75,long,2,3.0,2023-10-05 10:39:00-04:00,2023-10-05,639,240,premium,False,225.25
0.71,long,2,2.4482758620689653,2023-10-05 10:38:00-04:00,2023-10-05,638,241,premium,False,225.25
0.75,long,1,-1.0,2023-10-05 10:02:00-04:00,2023-10-05,602,37,premium,False,221.5
0.71,long,2,-1.0,2023-10-05 10:01:00-04:00,2023-10-05,601,38,premium,False,221.5
0.75,short,2,3.0,2023-10-04 23:13:00-04:00,2023-10-04,1393,213,premium,False,67.75
0.71,short,2,2.4482758620689653,2023-10-04 23:13:00-04:00,2023-10-04,1393,213,premium,False,67.75
0.75,long,3,-1.0,2023-10-05 02:13:00-04:00,2023-10-05,133,33,premium,True,45.75
0.71,long,3,-1.0,2023-10-05 02:04:00-04:00,2023-10-05,124,42,premium,True,45.75
0.75,long,3,-1.0,2023-10-05 02:04:00-04:00,2023-10-05,124,42,premium,True,55.25
0.71,long,3,-1.0,2023-10-05 02:04:00-04:00,2023-10-05,124,42,premium,True,55.25
0.75,long,3,-1.0,2023-10-05 02:04:00-04:00,2023-10-05,124,42,premium,True,55.25
0.71,long,3,-1.0,2023-10-05 02:04:00-04:00,2023-10-05,124,42,premium,True,55.25
0.75,short,4,-1.0,2023-10-05 07:00:00-04:00,2023-10-05,420,41,premium,True,71.5
0.71,short,3,-1.0,2023-10-05 06:36:00-04:00,2023-10-05,396,65,premium,True,71.5
0.75,long,4,-1.0,2023-10-05 08:45:00-04:00,2023-10-05,525,57,discount,True,94.25
0.71,long,4,-1.0,2023-10-05 08:45:00-04:00,2023-10-05,525,57,discount,True,94.25
0.75,short,3,-1.0,2023-10-05 14:01:00-04:00,2023-10-05,841,935,discount,True,204.25
0.71,short,3,-1.0,2023-10-05 13:53:00-04:00,2023-10-05,833,943,discount,True,204.25
0.75,short,3,3.0,2023-10-05 14:32:00-04:00,2023-10-05,872,1018,discount,True,218.5
0.71,short,3,2.4482758620689653,2023-10-05 14:01:00-04:00,2023-10-05,841,1049,discount,True,218.5
0.75,long,2,-1.0,2023-10-05 15:19:00-04:00,2023-10-05,919,37,premium,True,51.75
0.71,long,2,-1.0,2023-10-05 15:15:00-04:00,2023-10-05,915,41,premium,True,51.75
0.75,long,2,-1.0,2023-10-06 01:10:00-04:00,2023-10-06,70,34,premium,True,29.25
0.71,long,2,-1.0,2023-10-06 01:02:00-04:00,2023-10-06,62,42,premium,True,29.25
0.75,long,2,-1.0,2023-10-06 01:10:00-04:00,2023-10-06,70,34,premium,True,29.25
0.71,long,2,-1.0,2023-10-06 01:02:00-04:00,2023-10-06,62,42,premium,True,29.25
0.75,long,2,-1.0,2023-10-06 01:02:00-04:00,2023-10-06,62,42,premium,True,33.5
0.71,long,2,-1.0,2023-10-06 01:02:00-04:00,2023-10-06,62,42,premium,True,33.5
0.75,short,4,-1.0,2023-10-06 03:13:00-04:00,2023-10-06,193,10,premium,True,42.25
0.71,short,4,-1.0,2023-10-06 03:03:00-04:00,2023-10-06,183,20,premium,True,42.25
0.75,short,3,-1.0,2023-10-06 10:30:00-04:00,2023-10-06,630,37,premium,False,262.0
0.71,short,3,-1.0,2023-10-06 10:30:00-04:00,2023-10-06,630,37,premium,False,262.0
0.75,short,3,-1.0,2023-10-09 13:31:00-04:00,2023-10-09,811,12,premium,False,168.5
0.71,short,3,-1.0,2023-10-09 13:30:00-04:00,2023-10-09,810,13,premium,False,168.5
0.75,short,3,-1.0,2023-10-09 13:31:00-04:00,2023-10-09,811,12,premium,False,171.25
0.71,short,3,-1.0,2023-10-09 13:30:00-04:00,2023-10-09,810,13,premium,False,171.25
0.75,short,2,3.0,2023-10-09 02:09:00-04:00,2023-10-09,129,70,premium,False,57.25
0.71,short,2,2.4482758620689653,2023-10-09 02:01:00-04:00,2023-10-09,121,78,premium,False,57.25
0.75,long,2,-1.0,2023-10-09 03:12:00-04:00,2023-10-09,192,7,premium,False,54.5
0.71,long,2,-1.0,2023-10-09 03:01:00-04:00,2023-10-09,181,18,premium,False,54.5
0.75,long,3,-1.0,2023-10-09 07:07:00-04:00,2023-10-09,427,97,premium,True,56.5
0.71,long,3,-1.0,2023-10-09 07:07:00-04:00,2023-10-09,427,97,premium,True,56.5
0.75,long,3,-1.0,2023-10-09 07:07:00-04:00,2023-10-09,427,97,premium,True,56.25
0.71,long,3,-1.0,2023-10-09 07:07:00-04:00,2023-10-09,427,97,premium,True,56.25
0.75,short,4,3.0,2023-10-09 08:30:00-04:00,2023-10-09,510,10,premium,True,44.0
0.71,short,4,2.4482758620689653,2023-10-09 08:30:00-04:00,2023-10-09,510,10,premium,True,44.0
0.75,long,3,-1.0,2023-10-09 10:49:00-04:00,2023-10-09,649,21,premium,True,94.0
0.71,long,3,-1.0,2023-10-09 10:48:00-04:00,2023-10-09,648,22,premium,True,94.0
0.75,long,2,-1.0,2023-10-10 02:07:00-04:00,2023-10-10,127,5,premium,True,47.5
0.71,long,3,-1.0,2023-10-10 02:07:00-04:00,2023-10-10,127,5,premium,True,47.5
0.75,long,2,-1.0,2023-10-10 02:07:00-04:00,2023-10-10,127,5,premium,True,47.5
0.71,long,3,-1.0,2023-10-10 02:07:00-04:00,2023-10-10,127,5,premium,True,47.5
0.75,short,4,-1.0,2023-10-10 03:09:00-04:00,2023-10-10,189,12,premium,True,35.25
0.71,short,4,-1.0,2023-10-10 03:06:00-04:00,2023-10-10,186,15,premium,True,35.25
0.75,long,3,-1.0,2023-10-10 05:15:00-04:00,2023-10-10,315,116,premium,True,32.25
0.71,long,3,-1.0,2023-10-10 05:15:00-04:00,2023-10-10,315,116,premium,True,32.25
0.75,short,4,-1.0,2023-10-10 09:43:00-04:00,2023-10-10,583,16,premium,True,65.5
0.71,short,4,-1.0,2023-10-10 09:34:00-04:00,2023-10-10,574,25,premium,True,65.5
0.75,short,3,-1.0,2023-10-11 09:31:00-04:00,2023-10-11,571,6,premium,False,128.25
0.71,short,3,-1.0,2023-10-11 09:30:00-04:00,2023-10-11,570,7,premium,False,128.25
0.75,long,1,-1.0,2023-10-11 13:19:00-04:00,2023-10-11,799,16,premium,False,40.25
0.71,long,1,2.4482758620689653,2023-10-11 04:29:00-04:00,2023-10-11,269,18,premium,False,40.25
0.75,long,1,-1.0,2023-10-11 13:19:00-04:00,2023-10-11,799,16,premium,False,40.25
0.71,long,1,2.4482758620689653,2023-10-11 04:29:00-04:00,2023-10-11,269,18,premium,False,40.25
0.75,long,3,-1.0,2023-10-11 02:01:00-04:00,2023-10-11,121,7,premium,True,18.0
0.71,long,3,-1.0,2023-10-11 02:01:00-04:00,2023-10-11,121,7,premium,True,18.0
0.75,long,3,-1.0,2023-10-11 02:01:00-04:00,2023-10-11,121,7,premium,True,22.5
0.71,long,3,-1.0,2023-10-11 02:01:00-04:00,2023-10-11,121,7,premium,True,22.5
0.75,short,4,-1.0,2023-10-11 03:02:00-04:00,2023-10-11,182,13,premium,True,28.5
0.71,short,4,-1.0,2023-10-11 03:02:00-04:00,2023-10-11,182,13,premium,True,28.5
0.75,short,4,-1.0,2023-10-11 05:00:00-04:00,2023-10-11,300,1,premium,True,31.25
0.71,short,4,-1.0,2023-10-11 05:00:00-04:00,2023-10-11,300,1,premium,True,31.25
0.75,long,2,3.0,2023-10-11 08:30:00-04:00,2023-10-11,510,60,premium,True,72.5
0.71,long,2,2.4482758620689653,2023-10-11 08:30:00-04:00,2023-10-11,510,60,premium,True,72.5
0.75,long,2,3.0,2023-10-11 08:30:00-04:00,2023-10-11,510,60,premium,True,72.5
0.71,long,2,2.4482758620689653,2023-10-11 08:30:00-04:00,2023-10-11,510,60,premium,True,72.5
0.75,short,4,-1.0,2023-10-11 14:48:00-04:00,2023-10-11,888,52,premium,True,104.0
0.71,short,4,-1.0,2023-10-11 14:41:00-04:00,2023-10-11,881,59,premium,True,104.0
0.75,short,4,-1.0,2023-10-11 14:48:00-04:00,2023-10-11,888,52,premium,True,104.0
0.71,short,4,-1.0,2023-10-11 14:41:00-04:00,2023-10-11,881,59,premium,True,104.0
0.75,short,4,-1.0,2023-10-11 14:48:00-04:00,2023-10-11,888,52,premium,True,104.0
0.71,short,4,-1.0,2023-10-11 14:41:00-04:00,2023-10-11,881,59,premium,True,104.0
0.75,long,2,-1.0,2023-10-12 13:17:00-04:00,2023-10-12,797,33,premium,True,128.75
0.71,long,2,-1.0,2023-10-12 13:15:00-04:00,2023-10-12,795,35,premium,True,128.75
0.75,long,2,-1.0,2023-10-12 13:15:00-04:00,2023-10-12,795,35,premium,True,143.0
0.71,long,2,-1.0,2023-10-12 13:15:00-04:00,2023-10-12,795,35,premium,True,143.0
0.75,long,2,-1.0,2023-10-12 13:14:00-04:00,2023-10-12,794,16,premium,False,124.5
0.71,long,2,-1.0,2023-10-12 13:14:00-04:00,2023-10-12,794,16,premium,False,124.5
0.75,long,1,-1.0,2023-10-12 03:25:00-04:00,2023-10-12,205,305,premium,False,36.0
0.71,long,1,-1.0,2023-10-12 03:16:00-04:00,2023-10-12,196,314,premium,False,36.0
0.75,short,4,3.0,2023-10-12 08:26:00-04:00,2023-10-12,506,4,premium,True,31.75
0.71,short,4,2.4482758620689653,2023-10-12 08:17:00-04:00,2023-10-12,497,13,premium,True,31.75
0.75,long,3,-1.0,2023-10-12 07:44:00-04:00,2023-10-12,464,46,premium,True,31.25
0.71,long,3,-1.0,2023-10-12 07:44:00-04:00,2023-10-12,464,46,premium,True,31.25
0.75,short,4,-1.0,2023-10-12 11:30:00-04:00,2023-10-12,690,29,premium,True,81.25
0.71,short,4,-1.0,2023-10-12 11:30:00-04:00,2023-10-12,690,29,premium,True,81.25
0.75,long,2,-1.0,2023-10-12 13:03:00-04:00,2023-10-12,783,5,premium,False,99.5
0.71,long,2,-1.0,2023-10-12 13:03:00-04:00,2023-10-12,783,5,premium,False,99.5
0.75,long,1,3.0,2023-10-13 05:51:00-04:00,2023-10-13,351,193,premium,False,124.75
0.71,long,1,2.4482758620689653,2023-10-13 05:49:00-04:00,2023-10-13,349,195,premium,False,124.75
0.75,short,3,3.0,2023-10-13 03:12:00-04:00,2023-10-13,192,5,premium,True,26.75
0.71,short,3,2.4482758620689653,2023-10-13 03:12:00-04:00,2023-10-13,192,5,premium,True,26.75
0.75,short,3,3.0,2023-10-13 03:11:00-04:00,2023-10-13,191,81,premium,True,39.25
0.71,short,3,2.4482758620689653,2023-10-13 03:09:00-04:00,2023-10-13,189,83,premium,True,39.25
0.75,short,3,3.0,2023-10-13 03:11:00-04:00,2023-10-13,191,81,premium,True,39.25
0.71,short,3,2.4482758620689653,2023-10-13 03:09:00-04:00,2023-10-13,189,83,premium,True,39.25
0.75,short,4,-1.0,2023-10-13 08:38:00-04:00,2023-10-13,518,23,premium,True,118.5
0.71,short,4,-1.0,2023-10-13 08:36:00-04:00,2023-10-13,516,25,premium,True,118.5
0.75,long,2,-1.0,2023-10-13 10:48:00-04:00,2023-10-13,648,3,premium,False,149.5
0.71,long,2,-1.0,2023-10-13 10:40:00-04:00,2023-10-13,640,11,premium,False,149.5
0.75,long,3,3.0,2023-10-16 03:49:00-04:00,2023-10-16,229,342,premium,True,105.5
0.71,long,3,2.4482758620689653,2023-10-16 03:48:00-04:00,2023-10-16,228,343,premium,True,105.5
0.75,short,3,3.0,2023-10-16 02:37:00-04:00,2023-10-16,157,33,premium,True,36.0
0.71,short,3,2.4482758620689653,2023-10-16 02:37:00-04:00,2023-10-16,157,33,premium,True,36.0
0.75,short,4,3.0,2023-10-16 02:30:00-04:00,2023-10-16,150,52,premium,True,51.25
0.71,short,4,2.4482758620689653,2023-10-16 02:30:00-04:00,2023-10-16,150,52,premium,True,51.25
0.75,long,3,-1.0,2023-10-16 03:15:00-04:00,2023-10-16,195,4,premium,True,33.75
0.71,long,3,-1.0,2023-10-16 03:15:00-04:00,2023-10-16,195,4,premium,True,33.75
0.75,short,4,-1.0,2023-10-16 07:40:00-04:00,2023-10-16,460,71,premium,True,89.25
0.71,short,3,-1.0,2023-10-16 07:39:00-04:00,2023-10-16,459,72,premium,True,89.25
0.75,long,3,-1.0,2023-10-17 09:00:00-04:00,2023-10-17,540,40,premium,True,218.75
0.71,long,3,-1.0,2023-10-17 08:52:00-04:00,2023-10-17,532,48,premium,True,218.75
0.75,long,3,-1.0,2023-10-17 09:00:00-04:00,2023-10-17,540,40,premium,True,218.75
0.71,long,3,-1.0,2023-10-17 08:52:00-04:00,2023-10-17,532,48,premium,True,218.75
0.75,long,2,-1.0,2023-10-17 04:40:00-04:00,2023-10-17,280,230,premium,True,124.75
0.71,long,2,-1.0,2023-10-17 04:40:00-04:00,2023-10-17,280,230,premium,True,124.75
0.75,short,3,-1.0,2023-10-17 03:05:00-04:00,2023-10-17,185,2,premium,False,35.0
0.71,short,3,-1.0,2023-10-17 03:05:00-04:00,2023-10-17,185,2,premium,False,35.0
0.75,long,3,-1.0,2023-10-17 04:35:00-04:00,2023-10-17,275,3,premium,True,41.25
0.71,long,3,-1.0,2023-10-17 04:35:00-04:00,2023-10-17,275,3,premium,True,41.25
0.75,long,3,-1.0,2023-10-17 04:35:00-04:00,2023-10-17,275,3,premium,True,40.25
0.71,long,3,-1.0,2023-10-17 04:35:00-04:00,2023-10-17,275,3,premium,True,40.25
0.75,short,4,-1.0,2023-10-17 10:36:00-04:00,2023-10-17,636,86,premium,True,239.75
0.71,short,4,-1.0,2023-10-17 10:36:00-04:00,2023-10-17,636,86,premium,True,239.75
0.75,short,4,-1.0,2023-10-17 10:36:00-04:00,2023-10-17,636,86,premium,True,239.75
0.71,short,4,-1.0,2023-10-17 10:36:00-04:00,2023-10-17,636,86,premium,True,239.75
0.75,short,4,-1.0,2023-10-17 10:36:00-04:00,2023-10-17,636,86,premium,True,239.75
0.71,short,4,-1.0,2023-10-17 10:36:00-04:00,2023-10-17,636,86,premium,True,239.75
0.75,long,3,-1.0,2023-10-17 13:30:00-04:00,2023-10-17,810,2,premium,True,74.0
0.71,long,3,-1.0,2023-10-17 13:25:00-04:00,2023-10-17,805,7,premium,True,74.0
0.75,long,2,-1.0,2023-10-18 02:53:00-04:00,2023-10-18,173,7,premium,True,70.0
0.71,long,2,-1.0,2023-10-18 02:21:00-04:00,2023-10-18,141,39,premium,True,70.0
0.75,short,4,3.0,2023-10-18 04:48:00-04:00,2023-10-18,288,45,premium,True,58.25
0.71,short,3,2.4482758620689653,2023-10-18 04:48:00-04:00,2023-10-18,288,45,premium,True,58.25
0.75,short,4,3.0,2023-10-18 09:35:00-04:00,2023-10-18,575,5,premium,True,76.5
0.71,short,4,2.4482758620689653,2023-10-18 09:34:00-04:00,2023-10-18,574,6,premium,True,76.5
0.75,short,4,3.0,2023-10-18 09:35:00-04:00,2023-10-18,575,5,premium,True,76.5
0.71,short,4,2.4482758620689653,2023-10-18 09:34:00-04:00,2023-10-18,574,6,premium,True,76.5
0.75,short,4,-1.0,2023-10-18 09:47:00-04:00,2023-10-18,587,8,premium,True,48.75
0.71,short,4,-1.0,2023-10-18 09:46:00-04:00,2023-10-18,586,9,premium,True,48.75
0.75,short,4,-1.0,2023-10-18 11:39:00-04:00,2023-10-18,699,25,premium,True,79.75
0.71,short,4,-1.0,2023-10-18 11:38:00-04:00,2023-10-18,698,26,premium,True,79.75
0.75,short,3,3.0,2023-10-19 12:21:00-04:00,2023-10-19,741,13,discount,True,198.0
0.71,short,3,2.4482758620689653,2023-10-19 12:03:00-04:00,2023-10-19,723,31,discount,True,198.0
0.75,short,3,-1.0,2023-10-19 05:56:00-04:00,2023-10-19,356,35,discount,True,73.25
0.71,short,3,2.4482758620689653,2023-10-19 03:21:00-04:00,2023-10-19,201,25,discount,True,73.25
0.75,short,3,-1.0,2023-10-19 05:56:00-04:00,2023-10-19,356,35,discount,True,73.25
0.71,short,3,2.4482758620689653,2023-10-19 03:21:00-04:00,2023-10-19,201,25,discount,True,73.25
0.75,long,4,-1.0,2023-10-19 10:32:00-04:00,2023-10-19,632,46,discount,True,96.0
0.71,long,4,-1.0,2023-10-19 10:30:00-04:00,2023-10-19,630,48,discount,True,96.0
0.75,long,4,-1.0,2023-10-19 10:29:00-04:00,2023-10-19,629,49,discount,True,135.5
0.71,long,4,-1.0,2023-10-19 10:29:00-04:00,2023-10-19,629,49,discount,True,135.5
0.75,long,4,-1.0,2023-10-19 13:25:00-04:00,2023-10-19,805,11,discount,True,117.0
0.71,long,4,-1.0,2023-10-19 13:00:00-04:00,2023-10-19,780,36,discount,True,117.0
0.75,short,3,-1.0,2023-10-19 12:00:00-04:00,2023-10-19,720,1,discount,True,110.25
0.71,short,3,-1.0,2023-10-19 12:00:00-04:00,2023-10-19,720,1,discount,True,110.25
0.75,short,3,-1.0,2023-10-19 12:00:00-04:00,2023-10-19,720,1,discount,True,110.25
0.71,short,3,-1.0,2023-10-19 12:00:00-04:00,2023-10-19,720,1,discount,True,110.25
0.75,long,4,-1.0,2023-10-20 01:39:00-04:00,2023-10-20,99,23,discount,True,33.25
0.71,long,4,-1.0,2023-10-20 01:38:00-04:00,2023-10-20,98,24,discount,True,33.25
0.75,long,4,-1.0,2023-10-20 01:38:00-04:00,2023-10-20,98,23,discount,True,31.25
0.71,long,4,-1.0,2023-10-20 01:38:00-04:00,2023-10-20,98,23,discount,True,31.25
0.75,short,3,-1.0,2023-10-20 03:47:00-04:00,2023-10-20,227,19,discount,True,49.0
0.71,short,3,-1.0,2023-10-20 03:37:00-04:00,2023-10-20,217,29,discount,True,49.0
0.75,long,4,-1.0,2023-10-23 03:30:00-04:00,2023-10-23,210,11,discount,True,61.0
0.71,long,4,-1.0,2023-10-23 03:30:00-04:00,2023-10-23,210,11,discount,True,61.0
0.75,long,3,-1.0,2023-10-23 03:15:00-04:00,2023-10-23,195,7,discount,False,25.25
0.71,long,3,-1.0,2023-10-23 03:15:00-04:00,2023-10-23,195,7,discount,False,25.25
0.75,long,3,-1.0,2023-10-23 03:15:00-04:00,2023-10-23,195,7,discount,False,25.25
0.71,long,3,-1.0,2023-10-23 03:15:00-04:00,2023-10-23,195,7,discount,False,25.25
0.75,long,3,-1.0,2023-10-23 03:15:00-04:00,2023-10-23,195,7,discount,False,25.25
0.71,long,3,-1.0,2023-10-23 03:15:00-04:00,2023-10-23,195,7,discount,False,25.25
0.75,short,3,-1.0,2023-10-23 10:25:00-04:00,2023-10-23,625,36,discount,True,78.75
0.71,short,3,-1.0,2023-10-23 10:24:00-04:00,2023-10-23,624,37,discount,True,78.75
0.75,short,3,-1.0,2023-10-23 10:14:00-04:00,2023-10-23,614,47,discount,True,184.25
0.71,short,3,-1.0,2023-10-23 10:11:00-04:00,2023-10-23,611,50,discount,True,184.25
0.75,long,4,-1.0,2023-10-25 10:27:00-04:00,2023-10-25,627,179,discount,True,339.5
0.71,long,4,-1.0,2023-10-25 09:46:00-04:00,2023-10-25,586,220,discount,True,339.5
0.75,short,2,-1.0,2023-10-23 22:21:00-04:00,2023-10-23,1341,11,discount,True,37.75
0.71,short,2,-1.0,2023-10-23 22:21:00-04:00,2023-10-23,1341,11,discount,True,37.75
0.75,short,3,-1.0,2023-10-23 22:21:00-04:00,2023-10-23,1341,11,discount,True,43.0
0.71,short,3,-1.0,2023-10-23 22:21:00-04:00,2023-10-23,1341,11,discount,True,43.0
0.75,long,3,-1.0,2023-10-24 12:32:00-04:00,2023-10-24,752,10,discount,True,47.75
0.71,long,3,-1.0,2023-10-24 12:32:00-04:00,2023-10-24,752,10,discount,True,47.75
0.75,long,4,-1.0,2023-10-24 12:28:00-04:00,2023-10-24,748,14,discount,True,74.75
0.71,long,4,2.4482758620689653,2023-10-24 04:38:00-04:00,2023-10-24,278,54,discount,True,74.75
0.75,long,4,-1.0,2023-10-24 12:19:00-04:00,2023-10-24,739,9,discount,True,137.5
0.71,long,4,-1.0,2023-10-24 11:39:00-04:00,2023-10-24,699,49,discount,True,137.5
0.75,long,4,-1.0,2023-10-24 11:30:00-04:00,2023-10-24,690,49,discount,True,100.75
0.71,long,4,-1.0,2023-10-24 11:30:00-04:00,2023-10-24,690,49,discount,True,100.75
0.75,long,4,-1.0,2023-10-24 11:30:00-04:00,2023-10-24,690,12,discount,True,98.75
0.71,long,4,-1.0,2023-10-24 11:30:00-04:00,2023-10-24,690,12,discount,True,98.75
0.75,short,3,-1.0,2023-10-24 14:30:00-04:00,2023-10-24,870,45,discount,True,138.0
0.71,short,3,-1.0,2023-10-24 14:28:00-04:00,2023-10-24,868,47,discount,True,138.0
0.75,long,4,-1.0,2023-10-24 16:53:00-04:00,2023-10-24,1013,17,discount,True,169.5
0.71,long,4,-1.0,2023-10-24 16:48:00-04:00,2023-10-24,1008,22,discount,True,169.5
0.75,long,3,-1.0,2023-10-25 09:00:00-04:00,2023-10-25,540,30,discount,True,58.5
0.71,long,3,-1.0,2023-10-25 09:00:00-04:00,2023-10-25,540,30,discount,True,58.5
0.75,long,3,-1.0,2023-10-25 09:00:00-04:00,2023-10-25,540,30,discount,True,58.5
0.71,long,3,-1.0,2023-10-25 09:00:00-04:00,2023-10-25,540,30,discount,True,58.5
0.75,long,4,3.0,2023-10-26 07:35:00-04:00,2023-10-26,455,43,discount,True,71.0
0.71,long,4,2.4482758620689653,2023-10-26 07:34:00-04:00,2023-10-26,454,44,discount,True,71.0
0.75,long,4,3.0,2023-10-26 07:31:00-04:00,2023-10-26,451,47,discount,True,61.25
0.71,long,4,2.4482758620689653,2023-10-26 07:16:00-04:00,2023-10-26,436,62,discount,True,61.25
0.75,short,2,-1.0,2023-10-26 08:17:00-04:00,2023-10-26,497,13,discount,True,64.5
0.71,short,2,-1.0,2023-10-26 08:15:00-04:00,2023-10-26,495,15,discount,True,64.5
